branch,review,restaurant,Review_Date,source_file,review_text,predicted_issue_category,confidence,issue_cluster,chain,emotion,emotion_conf,urgency_score,escalate
Adyar+Ananda+Bhavan+ +A2B,"i have been to many a2b outlets all over tn. the atmosphere, food and the service is completely awful. i ordered a fried rice. it is bland and not at all tasteful. my dad ordered a meal and it was not at all worth a single penny paid for it. not expected this from a2b.",A2B,2026-06-03,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"i have been to many a2b outlets all over tn. the atmosphere, food and the service is completely awful. i ordered a fried rice. it is bland and not at all tasteful. my dad ordered a meal and it was not at all worth a single penny paid for it. not expected this from a2b.",Food Quantity & Value for Money,0.7366666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,am visited a2b nice experience with best place foods or ok good not bad with loveable catering 🥰 …,A2B,2026-01-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,am visited a2b nice experience with best place foods or ok good not bad with loveable catering 🥰 …,Poor Experience & Food Hygiene Complaints,0.39,2,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,one of the worst a2b experience in trichy a2b railway station. i doubt it’s a fake a2b and cheating people with low quality which is not the taste of other a2bs… guys please avoid eating in trichy a2b or a2bs in trichy they don’t have a …,A2B,2026-05-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,one of the worst a2b experience in trichy a2b railway station. i doubt it’s a fake a2b and cheating people with low quality which is not the taste of other a2bs… guys please avoid eating in trichy a2b or a2bs in trichy they don’t have a …,Food Quantity & Value for Money,0.6466666666666666,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"food not able to review because the service is so poor that first you have to fight your way yo get seat then even if you have got your table, no one will bother to come and take your order. probably because they have enough of customers coming from railway station that they dont bother about these things.",A2B,2026-01-04,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"food not able to review because the service is so poor that first you have to fight your way yo get seat then even if you have got your table, no one will bother to come and take your order. probably because they have enough of customers coming from railway station that they dont bother about these things.",Poor Experience & Food Hygiene Complaints,0.26,50,A2B,neutral,heuristic,4,False
Adyar+Ananda+Bhavan+ +A2B,mallikaamma was exceptional in serving dishes..,A2B,2026-03-18,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,mallikaamma was exceptional in serving dishes..,Service Quality,0.4066666666666667,7,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,taste of the food for the special paneer dosa was excellent. mysore masala dosa was very spicy though. i had to get a idiyappam coconut milk after that to subtle the spice. …,A2B,2026-01-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,taste of the food for the special paneer dosa was excellent. mysore masala dosa was very spicy though. i had to get a idiyappam coconut milk after that to subtle the spice. …,Food Quantity & Value for Money,0.5266666666666666,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"a2b located at trichy railway junction opening time is 7.00 am, the sad thing is that food are not available at 7.00 am, usually my train is 7.20 am, i tried to get my breakfast fast, but restaurant always replies it takes time, so i skip …",A2B,2026-05-11,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"a2b located at trichy railway junction opening time is 7.00 am, the sad thing is that food are not available at 7.00 am, usually my train is 7.20 am, i tried to get my breakfast fast, but restaurant always replies it takes time, so i skip …",Food Quantity & Value for Money,0.6133333333333333,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"food : good , very good for vegetarian service : excellent atmosphere: neat and clean overall : satisfied",A2B,2026-05-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"food : good , very good for vegetarian service : excellent atmosphere: neat and clean overall : satisfied",Slow Service & Staff Negligence,0.4466666666666667,6,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"the food was delicious, and the service provided by malika was excellent. she was very kind and attentive.",A2B,2025-12-22,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"the food was delicious, and the service provided by malika was excellent. she was very kind and attentive.",Food Quantity & Value for Money,0.4533333333333333,44,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"servers didn't takecare about the customer arrival inside hotel and not at all asking for orders nearly 15 minutes eventhough they are free, no humbleness, respect and proper response from the employees.",A2B,2026-02-07,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"servers didn't takecare about the customer arrival inside hotel and not at all asking for orders nearly 15 minutes eventhough they are free, no humbleness, respect and proper response from the employees.",Food Quantity & Value for Money,0.6733333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"very poor atmosphere.. no ac is literally horrible... how can a a2b be this worst. i would recommend no one to visit a2b which is in trichy railway station. increasing branches worldwide is not your success, providing a good customer …",A2B,2026-04-23,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"very poor atmosphere.. no ac is literally horrible... how can a a2b be this worst. i would recommend no one to visit a2b which is in trichy railway station. increasing branches worldwide is not your success, providing a good customer …",Poor Experience & Food Hygiene Complaints,0.2566666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,service is excellent. we are happy 😊 and fully satisfied. mrs.mallika is our care taker .she …,A2B,2026-02-04,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,service is excellent. we are happy 😊 and fully satisfied. mrs.mallika is our care taker .she …,Slow Service & Staff Negligence,0.26,44,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"had lunch at a2b, trichy junction .food was fresh, tasty, and served hot. the south indian meals were well-balanced, and the sweets counter was tempting. service was quick and courteous. a reliable choice for good quality vegetarian food at the station.",A2B,2026-01-14,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"had lunch at a2b, trichy junction .food was fresh, tasty, and served hot. the south indian meals were well-balanced, and the sweets counter was tempting. service was quick and courteous. a reliable choice for good quality vegetarian food at the station.",Food Quantity & Value for Money,0.3433333333333333,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"a2b food is always good. service is amazing, they pay attention to customers and take care of us really well.",A2B,2026-05-31,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"a2b food is always good. service is amazing, they pay attention to customers and take care of us really well.",Slow Service & Staff Negligence,0.4566666666666667,2,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,food quality is very poor because may be master is changed and waiter no body come and askone waiter serve another waiter ask for me what you want very sorry,A2B,2025-12-29,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,food quality is very poor because may be master is changed and waiter no body come and askone waiter serve another waiter ask for me what you want very sorry,Poor Experience & Food Hygiene Complaints,0.2633333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,food was good. thought multiple lunch items weren't available. had a plate of paratha and kurma with small portion of raita.,A2B,2026-02-12,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,food was good. thought multiple lunch items weren't available. had a plate of paratha and kurma with small portion of raita.,Service Quality,0.27,36,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,excellent service by maliga akka plain dosa is too oily,A2B,2025-12-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,excellent service by maliga akka plain dosa is too oily,Slow Service & Staff Negligence,0.2266666666666667,44,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,thank you malliga for your exemplary service. served dishes on time. the portion size and quality is good.,A2B,2026-05-02,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,thank you malliga for your exemplary service. served dishes on time. the portion size and quality is good.,Food Quantity & Value for Money,0.6333333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,had a really disappointing experience at the a2b (adyar ananda bhavan) outlet inside trichy railway station. …,A2B,2026-04-30,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,had a really disappointing experience at the a2b (adyar ananda bhavan) outlet inside trichy railway station. …,Food Quantity & Value for Money,0.6233333333333333,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,very expensive not sustainable. compared to other restaurants in trichy this place cannot match in terms of food quality and pricig. looks only intention to charge customers exorbidently,A2B,2026-04-03,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,very expensive not sustainable. compared to other restaurants in trichy this place cannot match in terms of food quality and pricig. looks only intention to charge customers exorbidently,Poor Experience & Food Hygiene Complaints,0.2833333333333333,51,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"evening snacks at trichy junction a2b. poli rs 35 , taste was excellent. …",A2B,2026-05-01,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"evening snacks at trichy junction a2b. poli rs 35 , taste was excellent. …",Service Quality,0.4066666666666667,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"prasanth , did a good job thanks a2b , god bless",A2B,2026-03-11,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"prasanth , did a good job thanks a2b , god bless",Food Variety & Fast Service,0.25,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,bought a normal meals at a2b trichy junction. sambar is not that good. other things are fine.,A2B,2026-03-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,bought a normal meals at a2b trichy junction. sambar is not that good. other things are fine.,Food Variety & Fast Service,0.19,37,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,near railway station best option to eat meals unlimited for rs.137. food quality and taste is good .,A2B,2026-02-13,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,near railway station best option to eat meals unlimited for rs.137. food quality and taste is good .,Slow Service & Staff Negligence,0.3933333333333333,1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,excellent place with very fresh clean tasty food and very good service. best kurma porotta.,A2B,2026-01-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,excellent place with very fresh clean tasty food and very good service. best kurma porotta.,Slow Service & Staff Negligence,0.38,60,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,alex named person service is not good and unhealthy,A2B,2026-03-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,alex named person service is not good and unhealthy,Slow Service & Staff Negligence,0.19,50,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"a typical a2b restaurant that maintains its usual standards…but i was pleasantly surprised by their seeraga samba veg biryani. it was really good! being from chennai, i’m used to basmati rice biryanis, which are my favorite, so this was a refreshing change.",A2B,2026-01-29,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"a typical a2b restaurant that maintains its usual standards…but i was pleasantly surprised by their seeraga samba veg biryani. it was really good! being from chennai, i’m used to basmati rice biryanis, which are my favorite, so this was a refreshing change.",Service Quality,0.37,2,A2B,relief,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,mr arvind prasad service is excellent. overall very good morning breakfast.,A2B,2026-05-11,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,mr arvind prasad service is excellent. overall very good morning breakfast.,Slow Service & Staff Negligence,0.3033333333333333,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"i had to wait quite some time for my order of ready-made kichadi, even though the place was almost deserted around 7:15 in the morning. …",A2B,2026-02-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"i had to wait quite some time for my order of ready-made kichadi, even though the place was almost deserted around 7:15 in the morning. …",Food Quantity & Value for Money,0.6666666666666666,36,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,they give expired basundi and we got stomach upset this is very very worst experience i ever had in my life then staff service also not up to the mark,A2B,2026-04-13,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,they give expired basundi and we got stomach upset this is very very worst experience i ever had in my life then staff service also not up to the mark,Poor Experience & Food Hygiene Complaints,0.2633333333333333,50,A2B,disappointment,heuristic,5,False
Adyar+Ananda+Bhavan+ +A2B,i asked for a coffee but the waiter didn't listen properly and he delayed the coffee which made my friend to leave for his train. so there is a need to cancel the coffee. but however the taste if one coffee was soo good but the othe one was too strong,A2B,2026-05-08,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,i asked for a coffee but the waiter didn't listen properly and he delayed the coffee which made my friend to leave for his train. so there is a need to cancel the coffee. but however the taste if one coffee was soo good but the othe one was too strong,Food Quantity & Value for Money,0.7033333333333334,19,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,food was good and the service and hospitality by waitress malika akka was so good.,A2B,2026-02-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,food was good and the service and hospitality by waitress malika akka was so good.,Food Quantity & Value for Money,0.4733333333333333,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,serve from mrs.vasuki..is neatly and hygienic..good service...keep it up,A2B,2026-02-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,serve from mrs.vasuki..is neatly and hygienic..good service...keep it up,Slow Service & Staff Negligence,0.26,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,good place to have food. vasuki gave the best service.,A2B,2026-03-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,good place to have food. vasuki gave the best service.,Food Quantity & Value for Money,0.5666666666666667,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,kothu parotta was not good. was over cooked and too gravy,A2B,2026-01-27,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,kothu parotta was not good. was over cooked and too gravy,Service Quality,0.5233333333333333,36,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,masala dosa it’s very simple looks like you have to improve this items carefully chef he done only some pieces of phototo that’s all he have to add some veg with cashew few only it’s all missing here kindly try to give authentic dosa because we are king south indian items all customers coming from out of our state.,A2B,2026-06-07,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,masala dosa it’s very simple looks like you have to improve this items carefully chef he done only some pieces of phototo that’s all he have to add some veg with cashew few only it’s all missing here kindly try to give authentic dosa because we are king south indian items all customers coming from out of our state.,Food Variety & Fast Service,0.2766666666666667,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"great food, clean ambience, and ms vasuki was very courteous and attentive.",A2B,2026-05-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"great food, clean ambience, and ms vasuki was very courteous and attentive.",Service Quality,0.3666666666666666,59,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,service is worst. i took food parcel with bill amounting close to 1000/- . but one lady service person didn’t allow me to fill even a one litre water bottle. such a worst and rude behaviour from a service person. i don’t have any problem …,A2B,2026-02-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,service is worst. i took food parcel with bill amounting close to 1000/- . but one lady service person didn’t allow me to fill even a one litre water bottle. such a worst and rude behaviour from a service person. i don’t have any problem …,Food Variety & Fast Service,0.2166666666666667,50,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,"mrs. malliga doing good,smiled face,handled the customer very well",A2B,2025-12-24,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"mrs. malliga doing good,smiled face,handled the customer very well",Food Quantity & Value for Money,0.6433333333333333,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,food taste is very poor. waiters are very very slow. they r concentrating only on tips.,A2B,2026-02-01,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,food taste is very poor. waiters are very very slow. they r concentrating only on tips.,Slow Service & Staff Negligence,0.56,-1,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,"packed with customers all the time, it's a great place to stop and enjoy authentic south indian food. the restaurant has a spacious dining area, making it a good choice for families and groups. they serve a range of items, from traditional …",A2B,2026-03-20,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"packed with customers all the time, it's a great place to stop and enjoy authentic south indian food. the restaurant has a spacious dining area, making it a good choice for families and groups. they serve a range of items, from traditional …",Food Quantity & Value for Money,0.6033333333333334,34,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"it's was really a good experience and today we felt little different because of ""waiter baby"". she was was absolutely good and taken care us very well. service and food was really very nice and baby have done a fabulous job and made our day …",A2B,2025-12-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"it's was really a good experience and today we felt little different because of ""waiter baby"". she was was absolutely good and taken care us very well. service and food was really very nice and baby have done a fabulous job and made our day …",Service Quality,0.2733333333333333,47,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"i had a very bad experience at this hotel. the food quality was poor, and the soup had a bad smell. there was water spilled on the table, and the cleanliness was not maintained. the staff service was also disappointing—they came to take the …",A2B,2026-01-31,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"i had a very bad experience at this hotel. the food quality was poor, and the soup had a bad smell. there was water spilled on the table, and the cleanliness was not maintained. the staff service was also disappointing—they came to take the …",Food Quantity & Value for Money,0.48,43,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,***a complete disgrace. stay away.*** **a2b salem has completely destroyed its own reputation.** …,A2B,2026-02-07,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,***a complete disgrace. stay away.*** **a2b salem has completely destroyed its own reputation.** …,Food Variety & Fast Service,0.25,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"the food's good, but the price is super high. the washing water is totally wastewater. prices should be half everywhere. this is like double the price of things. it's a pure scam. i'm never coming here again, and i'll tell all my friends and family not to get food from here. i totally wasted my money here.",A2B,2026-03-27,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"the food's good, but the price is super high. the washing water is totally wastewater. prices should be half everywhere. this is like double the price of things. it's a pure scam. i'm never coming here again, and i'll tell all my friends and family not to get food from here. i totally wasted my money here.",Food Quantity & Value for Money,0.7,-1,A2B,betrayal,heuristic,3,False
Adyar+Ananda+Bhavan+ +A2B,located on the outskirts of salem. it was on a weekday so less crowded and service was better. but taste was not upto the mark. even sambar was tasteless. they are expanding very rapidly without ensuring quality in their branches. multiple …,A2B,2025-12-14,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,located on the outskirts of salem. it was on a weekday so less crowded and service was better. but taste was not upto the mark. even sambar was tasteless. they are expanding very rapidly without ensuring quality in their branches. multiple …,Food Quantity & Value for Money,0.4633333333333333,18,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"we came to ariyanur for 1008 suvan temple and after the dharisanam we went to a2b for the lunch.we ordered south indian special meals,mini meals and coffee.the south indian special meals was good but mini meals should be improve the chips …",A2B,2026-03-22,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we came to ariyanur for 1008 suvan temple and after the dharisanam we went to a2b for the lunch.we ordered south indian special meals,mini meals and coffee.the south indian special meals was good but mini meals should be improve the chips …",Food Quantity & Value for Money,0.7233333333333334,34,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"i recently visited adyar ananda bhavan (a2b) and had an overall okay experience. the place itself is quite appealing—well-maintained and the ambience is pleasant, making it a comfortable spot to enjoy a meal. the decor and seating …",A2B,2025-12-15,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"i recently visited adyar ananda bhavan (a2b) and had an overall okay experience. the place itself is quite appealing—well-maintained and the ambience is pleasant, making it a comfortable spot to enjoy a meal. the decor and seating …",Food Quantity & Value for Money,0.3666666666666666,3,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"a2b adyar anand bhavan is a great stop for authentic south indian food, whether you’re with family, friends, or dining alone. conveniently located on the coimbatore–bangalore highway, it’s ideal for both quick snacks and a proper meal. the …",A2B,2026-03-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"a2b adyar anand bhavan is a great stop for authentic south indian food, whether you’re with family, friends, or dining alone. conveniently located on the coimbatore–bangalore highway, it’s ideal for both quick snacks and a proper meal. the …",Food Quantity & Value for Money,0.6233333333333333,3,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"we stopped at a2b for lunch mainly because the ambience looked very nice and we trust the a2b brand. however, our experience was disappointing. …",A2B,2026-04-04,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we stopped at a2b for lunch mainly because the ambience looked very nice and we trust the a2b brand. however, our experience was disappointing. …",Food Quantity & Value for Money,0.6466666666666666,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,good place to have food and snacks. service is good. surendhar is the service person who took orders for us and served.,A2B,2026-03-13,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,good place to have food and snacks. service is good. surendhar is the service person who took orders for us and served.,Food Quantity & Value for Money,0.5333333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,ive been a customer for years as i travel through the area for vacations. i am still at awe at how they still manage to keep the food quality implacable even after years. mr. selva was a polite and caring server for us.,A2B,2026-01-25,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,ive been a customer for years as i travel through the area for vacations. i am still at awe at how they still manage to keep the food quality implacable even after years. mr. selva was a polite and caring server for us.,Food Quantity & Value for Money,0.6733333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,this is great place to have your day refreshment i recommend everyone to visit once,A2B,2026-03-18,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,this is great place to have your day refreshment i recommend everyone to visit once,Poor Experience & Food Hygiene Complaints,0.3266666666666667,60,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"food was so tasty especially chilly parotta. we had mini meals, mushroom 65 and paneer fried rice. service from baby was good.",A2B,2026-02-02,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"food was so tasty especially chilly parotta. we had mini meals, mushroom 65 and paneer fried rice. service from baby was good.",Service Quality,0.43,36,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,this is the second a2b i visited recently and i must say that i have become a fan of this brand. both the restaurants were situated on national highways. …,A2B,2026-05-26,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,this is the second a2b i visited recently and i must say that i have become a fan of this brand. both the restaurants were situated on national highways. …,Food Quantity & Value for Money,0.4566666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"ambience is standard a2b style. food and beverages were high quality. service was below par for a2b. slow and chaotic, even when there was no rush. only 4 or 5 tables were occupied and novice service staff couldn't handle it. restrooms were …",A2B,2026-01-30,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"ambience is standard a2b style. food and beverages were high quality. service was below par for a2b. slow and chaotic, even when there was no rush. only 4 or 5 tables were occupied and novice service staff couldn't handle it. restrooms were …",Cleanliness & Restroom Hygiene,0.6733333333333333,59,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,awesome food and beverages... very clean and hygienic toilets.... best service by the team and had a good time in the restaurant,A2B,2026-05-02,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,awesome food and beverages... very clean and hygienic toilets.... best service by the team and had a good time in the restaurant,Food Quantity & Value for Money,0.59,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,the food is good but the price is extremely high. due to the crowd there was no one to take orders. have to wait for 15 mins to get someone's attention. the hotel has to add more staff.,A2B,2025-12-22,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,the food is good but the price is extremely high. due to the crowd there was no one to take orders. have to wait for 15 mins to get someone's attention. the hotel has to add more staff.,Food Quantity & Value for Money,0.63,43,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,title: a gem of a stop on the road to bangalore! review: …,A2B,2026-04-02,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,title: a gem of a stop on the road to bangalore! review: …,Food Quantity & Value for Money,0.63,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"""i tried the meals at a2b on salem bypass road, and it was a great experience! the food was fresh, well-prepared, and had an authentic south indian taste. the portion size was satisfying, and the service was decent. the restaurant was …",A2B,2026-04-12,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"""i tried the meals at a2b on salem bypass road, and it was a great experience! the food was fresh, well-prepared, and had an authentic south indian taste. the portion size was satisfying, and the service was decent. the restaurant was …",Food Quantity & Value for Money,0.4933333333333333,2,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,it's a clown show with clearly nobody responsible managing the place. the staff is beyond pathetic ..what a joke of an outet near salem for otherwise a good brand in veg food. avoid this outlet & go to other better ones right next door.,A2B,2026-03-25,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,it's a clown show with clearly nobody responsible managing the place. the staff is beyond pathetic ..what a joke of an outet near salem for otherwise a good brand in veg food. avoid this outlet & go to other better ones right next door.,Food Quantity & Value for Money,0.5666666666666667,18,A2B,neutral,heuristic,0,False
