Branch,Reviews,Restaurant
Geetham Veg Restaurant   Koyambedu,"Excellent choices of vegeterian food, staff was very friendly and helpful. Overall great experience",Geetham
Geetham Veg Restaurant   Koyambedu,"Food is good but Very poor service, better avoid for family outings.  Need to wait for gravy or even for dosas .",Geetham
Geetham Veg Restaurant   Koyambedu,"Geetham is always the best place to have a good vegetarian foods in chennai.This branch is located opposite to the Koyambedu Bus stand which will be best for bus travellers.And I had a Ghee onion rava dosa, Rasamalai and Coffee.The coffee …",Geetham
Geetham Veg Restaurant   Koyambedu,Amazing place for a good food. The Thenga Paal Kanji was so good as a healthy breakfast as well as good comfort Food. Liked it so much I took a parcel to eat at home later as it is available only for breakfast. The service was really hospitable with Mr Subramaniam. Thank you for your recommendation and constantly looking out sir.,Geetham
Geetham Veg Restaurant   Koyambedu,Worst service. I had to wait for more than 45 mins jus to get takeaway. Rude behaviour by staff. Literally shooed me away for asking about my takeaway. For this experience I paid 1k. Not at all recommended.,Geetham
Geetham Veg Restaurant   Koyambedu,"""We had a wonderful dining experience at Geetham Restaurant during our Chennai trip. The ambiance was lovely, and the food was delicious. The service from Renuka and Abhija was exceptional - very professional and attentive. We thoroughly enjoyed our meal and look forward to visiting again soon!"" 😊 …",Geetham
Geetham Veg Restaurant   Koyambedu,"Very worst waiting time ever. I waited 20 minutes just to get my first single dosa order. Then for the second dosa, they took another 30 minutes and still didn’t serve it. No proper update, no concern from the staff, and customers were left …",Geetham
Geetham Veg Restaurant   Koyambedu,SERVICE:- NEEDS TREMENDOUS IMPROVEMENT. VERY SLOW TO TAKE ORDERS. NEED TO CALL THE SERVERS TO TAKE ORDERS …,Geetham
Geetham Veg Restaurant   Koyambedu,I like the scan QR and having token for customer seats to eat. Limited neat and decoration so good. Too crowd around night. Sometimes the waiters get confused about customer orders. Example I asked for plain dosa and my father asked for one …,Geetham
Geetham Veg Restaurant   Koyambedu,"The food here is excellent, and the service by Mrs. Renuka and Maheshwari was incredibly warm and hospitable, making us feel right at home. Everything we tried was delicious. They also offer a great variety of Jain food options. If you’re …",Geetham
Geetham Veg Restaurant   Koyambedu,They serve very tasty food and staff is very nice. It is worth spending money here,Geetham
Geetham Veg Restaurant   Koyambedu,We came to this restaurant for an anniversary dinner. Mr. Siva helped to reserve tables for us by relaying the reservation request to his colleagues. They made arrangements before we arrived. There was wide spread menu and all dishes we had …,Geetham
Geetham Veg Restaurant   Koyambedu,"Visited this place for breakfast and had a good experience. We went during a slightly busy time, but the service was still prompt. The food was tasty and felt fresh. Would definitely visit again!",Geetham
Geetham Veg Restaurant   Koyambedu,Waiter Nayaki and Captain Hemanth were outstanding ! Food was different,Geetham
Geetham Veg Restaurant   Koyambedu,A little stone found in south thali and when we did asked service they did give proper answers to us and sometime food taste also not same taste as daily...etc,Geetham
Geetham Veg Restaurant   Koyambedu,"Very nice experience and ambiance was very nice.over all service was very good.
The Raja mushroom was ok.. but not awesome…",Geetham
Geetham Veg Restaurant   Koyambedu,"Tasty and Quality food. One of the Best place for pure veg. Open until 2 AM. Service is good and also plenty of place to sit. No need to wait or Sit next to some strangers during busy time, lot of tables available. For middle class once or twice a months is ok to spend in this place because of price range.",Geetham
Geetham Veg Restaurant   Koyambedu,The workers are not trained. We need to wait very long before we can order. Fruit juice hopeless. One of the distasteful I have drank. 🤮 …,Geetham
Geetham Veg Restaurant   Koyambedu,Excellent service from Vinod and shankar. Loved the Mango cheese kunafa,Geetham
Geetham Veg Restaurant   Koyambedu,Good service by staff Venila and Maheshwari. Over priced food and atmosphere and location is good,Geetham
Geetham Veg Restaurant   Koyambedu,Ordered masala dosa and masala parotta via swiggy my major concern is food is not all hot both the dishes food arrived within 30 mins both food taste it cooked already not little hot and portion of masala parotta added is full of capsicum …,Geetham
Geetham Veg Restaurant   Koyambedu,"Geetham restaurant was really amazing and Khatija mam who served us was really polite and served so well.We ate Breakfast,Lunch and dinner and it was really an amazing experience. Do come with family and enjoy your Meals!😍😍👌🏼 …",Geetham
Geetham Veg Restaurant   Koyambedu,I have ordered ghee roast and chilli porata...ghee roast was very chill..staff just supplying orders not serving.... I almost finished my dosa and still my partner didn't receive the chilli porata.. taste and quantity very low ..Poor.. SERVICE... DISAPPOINTED,Geetham
Geetham Veg Restaurant   Koyambedu,"This place has good healthy options for breakfast like the conjee and the red rice pongal, which was super tasty. They also have different types of idlis in the menu which is very interesting. Kathija was super welcoming and helpful in recommending breakfast. Will definitely come back and try other options.",Geetham
Geetham Veg Restaurant   Koyambedu,Had a good Ilai virundhu on 14-Apr-26. Awesome lunch and the service is also excellent.  Personal caring by Pavithra,Geetham
Geetham Veg Restaurant   Koyambedu,"The Geetham brand continues to spread across the city.

This Koyembedu outlet, which opened last week, is their latest one. …",Geetham
Geetham Veg Restaurant   Koyambedu,"Poor service and cold food. We waited a long time only to be disappointed. No one at the restaurant was willing to address our complaints. For the price they charge, the experience was not worth it at all. Very disappointed family outing. …",Geetham
Geetham Veg Restaurant   Koyambedu,"Food also nice , I forgot my wallet in restaurant, after 10mins they called me gave it back through Aadhar card , thanks for support",Geetham
Geetham Veg Restaurant   Koyambedu,"Had a great experience! The food was delicious, service was quick, and the ambience was really pleasant. …",Geetham
Geetham Veg Restaurant   Koyambedu,"I tried Idly , Vada & Vadacurry. Combination and taste is good.",Geetham
Geetham Veg Restaurant   Koyambedu,"Great location, nice atmosphere and superb service..

While the meals we had was great, the fried rice was avg and salty, and gobi …",Geetham
Geetham Veg Restaurant   Koyambedu,"Had the Mini Tiffin at Geetham Koyambedu Veg Restaurant, and it was excellent. Every item was fresh, tasty, and served hot. The highlight for me was the sweet included in the mini tiffin—it was absolutely delicious, perfectly balanced, and …",Geetham
Geetham Veg Restaurant   Koyambedu,I recently visited the Hotel Geetham Restaurant Koyambedu branch. Service was really excellent and the food quality was superb. Everything we ordered was tasty and served fresh. …,Geetham
Geetham Veg Restaurant   Koyambedu,"Very good food, clean environment good service. Khadija was very helpful, kind and eager to serve us.",Geetham
Geetham Veg Restaurant   Koyambedu,A premium experience @ reasonable price. Our captain Mr Saravanan in first floor was very kind and helpful. Would definitely recommend for all vegeterians in Chennai. …,Geetham
Geetham Veg Restaurant   Koyambedu,Excellent service by Captain Katheeja and team. Great food.,Geetham
Geetham Veg Restaurant   Koyambedu,Really a hygienic and pleasant environment. The foods are plenty and awesome. Katheeja and Baskar's hospitality and service are exceptional!,Geetham
Geetham Veg Restaurant   Koyambedu,Poor service for meals we waited for almost 1hr and no one is properly responding. …,Geetham
Geetham Veg Restaurant   Koyambedu,A great location - a relatively calm and clean area amidst the bustling chaotic Koyembedu area and same taste as other Geetham. The staples Chutney sambhar and idly : podi idly are consistent with the Geetham brand. Has ample parking + …,Geetham
Geetham Veg Restaurant   Koyambedu,"Ample parking space,close to Koyambedu bus stand
Has good varieties,but quite costly.oil content to be reduced.
Pan quality was not good,burnt my tongue",Geetham
Geetham Veg Restaurant Mount Road,The Geeta restaurant in the Mount is really good for vegetarian who are coming to Chennai. The prices are decent. The taste is okay and the variety of the food that is available is also fair enough. The service can be little bit improved. …,Geetham
Geetham Veg Restaurant Mount Road,"I ordered sambar rice from Geetham through Swiggy and was quite disappointed with both the quantity and quality. The box was mostly filled with shallots, and the portion size felt more suitable for a child rather than a proper meal. …",Geetham
Geetham Veg Restaurant Mount Road,"Been to Chennai many times, but this was my first visit to Geetham. Tried their breakfast today and it was a truly good experience. …",Geetham
Geetham Veg Restaurant Mount Road,"Worst service
Hair in sambhar,
Wrong billing , …",Geetham
Geetham Veg Restaurant Mount Road,We had mini tiffin and masala dosa here as posted in photos. The quality of the food is good and taste too but the pricing is high. Can not recommend to have it for everyday only for special occasions,Geetham
Geetham Veg Restaurant Mount Road,"Today, around 10 members of our family visited the Mount Road branch of Geetham for lunch. …",Geetham
Geetham Veg Restaurant Mount Road,Geetham is always one of the highly recommended vegetarian restaurant in chennai.Today we went to geetham near lic metro station.We had a plain dosa and idly and mini filter coffee.All the food were very good especially vadacurry for idly is top-notch.And the service and ambience was very good.Must visit geetham restaurant in chennai.,Geetham
Geetham Veg Restaurant Mount Road,"After watching ICC T20 match,headed straight here with family at about 11.30pm, and yes we had to wait for a while. They have a phone bookings system, where once our table is ready, we receive a message 🙂. No more name's being called out. …",Geetham
Geetham Veg Restaurant Mount Road,I visited the mount road branch many times before. Today is a saddening experience. First i ordered panner tikka biriyani  medium . They didn't told me while ordering there is no medium only large. Only at the bill i came to know medium is …,Geetham
Geetham Veg Restaurant Mount Road,"""Major Hygiene Fail & Shocking Staff Admission""

I’ve always seen Geetham as a premium spot, but my experience on 11 Jan was …",Geetham
Geetham Veg Restaurant Mount Road,A must visit veg restaurant in Chennai. Any locations you choose they are the best. …,Geetham
Geetham Veg Restaurant Mount Road,"One of Finest Vegetarian Restaurant on Mount Road near LIC. Lip smacking dishes , quicker delivery and nice ambience makes this restaurant a must visit for any food lover. …",Geetham
Geetham Veg Restaurant Mount Road,"Worst food ever had amongst all Geetham
They asked to place last order and served every dish like they just wanted to wrap up with whatever they have.. Paneer Biryani was like fried rice and veg …",Geetham
Geetham Veg Restaurant Mount Road,The purely vegetarian food was good and the place was spacious and ambience was good . We met Mr. Vishnu Choudri who served us very well. Thanks to him . They had a parking space which was so spacious.  Wheel chair access parking and entry very good.,Geetham
Geetham Veg Restaurant Mount Road,"I recently visited Geetham Restaurant for breakfast and ordered idly along with a coffee. Unfortunately, the experience did not meet my expectations. …",Geetham
Geetham Veg Restaurant Mount Road,One of the best vegetarian restaurant in mount round Chennai with great car parking & ambience. …,Geetham
Geetham Veg Restaurant Mount Road,"The meals here were overpriced for the quality and taste. The food was just average, nothing special, and definitely didn’t feel worth the amount charged. Service was okay, but overall it wasn’t a satisfying experience for the price paid.",Geetham
Geetham Veg Restaurant Mount Road,It's the best vegetarian hotel enroute pondicherry/Chidambaram from Chennai. Loved the food and the authenticity with which they serve. Better than any other hotels like A2B. The chikku kesari they served with the breakfast combo is too good,Geetham
Geetham Veg Restaurant Mount Road,"We had visited Geetham mount road this  evening and here is my review. Our thanks to Admin Manager Ebenezer who guided us politely from the parking, Mahalakshmi AM for seating arrangements, Captain Arjun and waiter Anuj for their wonderful …",Geetham
Geetham Veg Restaurant Mount Road,I visited this place during weekend along with my family. Ample car space was available along with vallet parking facility. …,Geetham
Geetham Veg Restaurant Mount Road,"Geetham is truly one of the **BEST restaurants in Chennai**! From the moment you step in, the **ambience sets the tone** for a memorable dining experience. The food was flawless — every dish came with **bursting flavors, authentic taste, …",Geetham
Geetham Veg Restaurant Mount Road,"Large in capacity. Ample parking spaces. Prime location on Anna Salai. And open for 20 hours in a day. It's always crowded. But I was very disappointed. I went there twice this week, and never again. The kuzhi panniyarams were served cold. …",Geetham
Geetham Veg Restaurant Mount Road,"Geetham Restaurant on Mount Road, Chennai, offers a great mix of South Indian and North Indian cuisine in a clean and welcoming ambiance. The food is flavorful, with well-balanced spices, and the service is prompt. Their dosas and filter …",Geetham
Geetham Veg Restaurant Mount Road,"I recently visited two branches of Geetham Veg, a popular vegetarian restaurant chain in Chennai, and had a very pleasant experience at both. …",Geetham
Geetham Veg Restaurant Mount Road,Tried this branch since Geetham normally is a trusted chain of restaurant. The restaurant is centrally located with ample parking. …,Geetham
Geetham Veg Restaurant Mount Road,"One of the best options for vegetarians. Had a delicious dosa that was fresh and tasty. Ample parking space and good service. Overall, a pleasant experience.",Geetham
Geetham Veg Restaurant Mount Road,Worst ever breakfast experience today 19/04/26 @ Geetham Veg restaurant Mount road on Table no 85. Medu Vada was served cold without coconut chutney & when  requested for it was told it's under preparation. Waited for some time but not …,Geetham
Geetham Veg Restaurant Mount Road,Just visited Geetham Mount road and just typing this rn. We just wanna order a Biscoff gunafa but then the waiter literally insisted I mean like INSISTED to get a Rasamalai Kunafa which he mention was the signature special of the restaurant …,Geetham
Geetham Veg Restaurant Mount Road,They had very good ambience. Their food tasted good and the service was good. Overall a good place to stop by for food.,Geetham
Geetham Veg Restaurant Mount Road,"excellent authentic food. it was near to our place of stay so we decided to try something on our afternoon stroll. we tried filter coffee, idli podi and taste was very authentic. highly recommend.",Geetham
Geetham Veg Restaurant Mount Road,"An exquisite tasteful menu, with a variety of choices from pick, was utterly delicious and sumchutious. …",Geetham
Geetham Veg Restaurant Mount Road,Good food with great service. Spacious and clean with ample car parking.,Geetham
Geetham Veg Restaurant Mount Road,"You’re going to love the newest addition to the Geetham branded restaurants. It's located right on Anna Salai, offers ample parking and easy access. The interior boasts comfortable, well-designed dining areas and their signature menu that …",Geetham
Geetham Veg Restaurant Mount Road,"The New Gold Standard: Geetham Leads the Way
It is time to admit that the torch has been passed. Geetham Veg Restaurants have officially emerged as the new, undisputed leaders of South Indian cuisine, …",Geetham
Geetham Veg Restaurant Mount Road,"Due to heavy demand, ordered for parcel however wait time was 30 mins and no one called. When I enquired representative in the front door he said to wait they will call . When I told him already 20 mins gone he asked me to check wr I …",Geetham
Geetham Veg Restaurant Mount Road,One of the best places for veg food. Standing in the line is quite frustrating but the food is brought to your table at lightning speed. The taste is good and the service is exceptional.,Geetham
Geetham Veg Restaurant Mount Road,My husband and I had our daughter's 1st birthday celebration there. The hall was very new and spacious. They did a great job doing the decor. The food in the buffet was really good and remained consistent with how it tastes at the restaurant. I'd definitely recommend this place to host any sort of celebrations,Geetham
Geetham Veg Restaurant Mount Road,"Restaurant is very good, comforting and have very nice ambience. Food is very good, all vegetarian menu and tastes very good. Staff is also very nice, quite friendly and also able to understand hindi. Menu is very vast including chinese, …",Geetham
Geetham Veg Restaurant Mount Road,Excellent food taste much better. Problem is the waiting time to serve customer you need to wait at least 20 - 30 to start eating the food because first of all to get seat itself will take 15-20 minutes then after ordering will take another …,Geetham
Geetham Veg Restaurant Mount Road,"I visited Geetham Veg in Chennai Central for dinner on New Year’s Day. While my experience began with challenges, it ended on a positive note, thanks to the exemplary service by the floor manager, Mr. Veera. …",Geetham
Geetham Veg Restaurant Mount Road,"I came to Chennai for attending an event, there one guy by connections and even the Rapido guy suggested me to try food here! Pure Vegetarian resturant with snacks, tiffins, fried rice, afternoon meals, beverages and others! …",Geetham
Geetham Veg Restaurant Mount Road,Foods are very good but service is ZERO even food server don’t understand TAMIL AND ENGLISH in TAMILNADU what’s culture this? …,Geetham
Geetham Veg Restaurant Mount Road,"Food was okay. Service was slow and rude. Their focus is elsewhere and no concentrating on what we are ordering. Suggesting completely different than what we asked or even the ones we said we definitely do not want, suggesting the same like …",Geetham
Geetham Veg Restaurant Mount Road,Good veg restaurant on the busy mount road with sufficient parking space. Good choice of usual food varieties and also tasty too. Little costlier but no other restaurant nearby. Service is good. Maintenance is neat. It also has a small function hall on the first floor. First time visited and good experience.,Geetham
Geetham Veg Restaurant Mount Road,"The food tasted very good. Especially the chutney and sambar tastes very good. The only problem is, the paper roast served is not crispy. I tried it twice and it is very soft like a normal one. In night times they don't have Chole bhature …",Geetham
Geetham Veg Restaurant Mount Road,Geetham food is always extraordinary. But on top of that service is exceptional. I like how the staff is very friendly and welcoming especially Mahalakshmi was smart and quick in decision making. I wish her all the best for her future career heights. Thank you❤️,Geetham
Geetham Veg Restaurant Mount Road,"The restaurant is huge and it’s fully air conditioned. There is good amount of parking space available.
The waiting staff have a welcoming attitude. I believe the supervising staff are …",Geetham
Geetham Veg Restaurant Mount Road,"I sent my office attender to purchase breakfast from your restaurant. When he approached the front desk and requested a menu card, your cashier informed him that no printed menu card was available and he said yet print. …",Geetham
Geetham Veg Restaurant Mount Road,"Available till almost 2 ample food varieties,quite costly though
Liked the carrot halwa that come with full breakfast
Excellent parking,right on the main road",Geetham
Geetham Veg Restaurant Mount Road,"One of the best Pongal platters.
Amazing taste and i enjoyed every bite.
Beautiful and neat packaging.",Geetham
