cluster,restaurant,branch,review_text,rating,distance_to_centroid
13,Sangeetha,T Nagar,"one of the best veg hotel in chennai , the food is just amazing and mouth watering. you will find all the veg cousins however do try their north indian food",,0.03507008
13,Geetham,Geetham Veg Restaurant Mount Road,a must visit veg restaurant in chennai. any locations you choose they are the best. …,,0.035342693
13,Sangeetha,RA Puram,"a veg restaurant with multiple outlets at chennai and abroad too. for the first time i had dinner with my colleagues at this restaurant and had a very good experience with both food, staff behaviour and atmosphere. if someone eats good food with value for money, this restaurant could be the choice. i hope to visit again very soon.",,0.03551177
13,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,just opposite to chennai egmore good veg food to get it . …,,0.038668808
13,Sangeetha,Poonamallee,a good veg restaurant on the outskirts of chennai. we had breakfast here on the way to our journey to andhra …,,0.04322512
13,A2B,Adyar+Ananda+Bhavan+ +A2B,"it is famous for various types of veg meals, snacks and sweet dishes. south indian and north indian dishes are mainly available there. it has multiple outlets across the chennai city.",,0.045288797
13,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,a very good veg restaurant bang on adayar in chennai with reasonable parking area on the road itself. the food is tasty. the restaurant will be a bit crowded during the noon.,,0.046742078
13,Sangeetha,T Nagar,this is a very good place to try traditional south indian veg food in chennai.,,0.047551055
13,Saravana Bhavan,Chennai,you miss chennai flavours if you skip this eatery. chennai is famous for veg food. saravana bhavan chain of restaurants is a success story in providing good veg food at common rates. crowded at meal time the food is tasty and service quick. get the smell and taste of common chennaites eatery.,,0.05068902
13,Saravana Bhavan,Chennai,awesome veg food in chennai.if you like south indian food you should visit this place.nice taste and quantity.,,0.051667534
13,Sangeetha,T Nagar,the most prolific and thriving chain of veg restaurants around chennai. excellent food quality standards across all outlets. quick service well managed to handle the constant flow of customers. valet parking facilities.,,0.051941145
13,Sangeetha,Sangeetha Veg Restaurant,a chain of trusted veg restaurant in chennai. sangeetha veg restaurant (the brand svr) is most familiar between foodies. overall they have very huge regular customer who visits frequently. i'm one of them. food and quality is airways great. …,,0.052421898
13,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"one of the best places to dine in chennai for veg food & especially veg south indian cusines. the hot idli, onion utthapam and various kind of dosa served out here are really mouth watering & yummy to eat & not to forget the meals that are being served during lunch time. must try one time if you are really hungry & have a heavy appetite.",,0.056425247
14,Sree Annapoorna,Town Hall,it is a restaurant that serves quality food at competitive price. for people who don't know annapoorna.... it is the a2b of coimbatore. they also have many varities of sweets. the garlic kulcha and chettinadu paneer tasted great. the ghee dosai was awesome. their green chutney tastes a bit different and good.,,0.01248673
14,Sree Annapoorna,Annapoorna - Avinashi road,"annapoorna is spoiling the name of pride of coimbatore, today visited sitra outlet worst experience, i ordered appam but received butter appam of we asked they are saying we will provide only butter appam in annapoorna but in your menu card …",,0.01884844
14,Sree Annapoorna,Annapoorna - Cross Cut Road,"annapoorna restaurant, coimbatore 🍽️☕ – south indian bliss! one of my all-time favourite south indian restaurants! tried their annapoorna …",,0.023521785
14,Sree Annapoorna,Annapoorna - M.T.P Road,annapoorna - the pride of coimbatore. had south indian meals. all the items are excellent in taste. …,,0.02528749
14,Sree Annapoorna,Sree Annapoorna - Thudiyalur,"sree annapoorna – thudiyalur, coimbatore it is truly heartening to see an iconic and trusted name like sree annapoorna …",,0.029737337
14,Sree Annapoorna,Gandhipuram,"sree annapoorna is a well established franchise in coimbatore. they serve food which are affordable, hygienic and tasty. i love the meals from this place, whenever i visit coimbatore a lunch from this place is a must. the service is good and so is the ambience.",,0.032459933
14,Sree Annapoorna,Annapoorna - Arts College Road Branch,"coimbatore famous annapoorna restaurants long serving outlet. food served with smile. sweets, savory and traditional snacks are served for dine in or take away. …",,0.0337459
14,Sree Annapoorna,Annapoorna - Avinashi road,"annapoorna on avinashi road, coimbatore, is one of the most famous and original branches, known for its legacy and authentic south indian breakfast. i visited here with my office colleagues before heading to ooty, and the place was buzzing …",,0.036960818
14,Sree Annapoorna,Annapoorna - Avinashi road,located just oppsite to kmch & near to coimbatore airport. one of the best branch of annapoorna in coimbatore. almost all dishes are good in taste. afternoon 'raja bhojanam' meals available. …,,0.037131924
14,Sree Annapoorna,Tirupur Sree Annapoorna,i am not sure whether it is the same annapoorna as in coimbatore. because the taste of the foods vary . it is located in a specious national highway in which the car parking is specious and tea shop is available separately. there is also …,,0.0376386
14,Sree Annapoorna,Annapoorna - NH Avinashi,sree annapoorna (nh avinashi) - very impressed. it has become a mandatory food stop whenever we drive from coimbatore to bangalore via avinashi road. …,,0.042459976
14,Sree Annapoorna,Sree Annapoorna Multicusine Resturant,"annapoorna is a must visit breakfast place in coimbatore. this particular outlet is good because of the service and parking available. we were here over the weekend, the service was quick. things we liked, …",,0.04277233
14,Sree Annapoorna,Sree Annapoorna - Thudiyalur,"please dont go to annapoorna totally worst place in coimbatore, food pathetic …",,0.046962753
14,Sree Annapoorna,Annapoorna - R.S Puram,"visited with so much expectations because of the name associated with the place. coimbatore is known for annapoorna. as per the hype, the place was buzzing with crowd waiting and we waited for around 15 mins. took time for the table to be …",,0.05050421
14,Sree Annapoorna,Tirupur Sree Annapoorna,"it's tirupur sree annapoornnaa located on the coimbatore salem nh. it is nice place to have breakfast, lunch. evening snacks and dinner. mostly travellers stops here for food break. maintained very neat and clean. rest rooms are maintained well but located in ziq zak route. parking is sufficient.",,0.059179746
15,Sree Annapoorna,Annapoorna - Arts College Road Branch,the name annapoorna swirls the tradition & mouth watering dishes with good atmosphere. …,,0.022827443
15,Sree Annapoorna,HOTEL SRI ANNAPOORNA,annapoorna is very familiar one. i like it very much.,,0.028440962
15,Sree Annapoorna,Gandhipuram,"annapoorna needs no introduction. it is an iconic must stop at when in the city. the crowds seated , and waiting outside to be seated should tell you about the level of popularity this place enjoys. we had the chana bhatura and vazhapoo sevai and top marks to both. the sevai was a novelty to us and i would recommend it highly. quick service and economical pricing adds to the appeal. +1 photo(s)",,0.041249294
15,Sree Annapoorna,Annapoorna Hotel,"annapoorna's taste is still retained. having eaten in their saibaba colony branch for past 40+ years, the charm is missing due to cramped space, customer attention is missing. most seats are occupied by morning walkers who come as a group, …",,0.041605014
15,Sree Annapoorna,Annapoorna - Saibaba colony,"great ambience, spacious parking, mess free service and food. they handle rush better than other annapoorna restaurants. food - authentic taste as always yet can add more meaningful varieties",,0.04374708
15,Sree Annapoorna,Annapoorna - Saibaba colony,"the expected taste and variety of annapoorna is available in this branch also. there is good parking facility and a mini stall sweets, savouries and bakery products. the staff are friendly and courteous",,0.04596985
15,Sree Annapoorna,Annapoorna - Saibaba colony,annapoorna saibaba colony - order was taken by sumathi .. she served the food with so much love and warmth. she was extremely friendly and made our experience memorable. we look forward to visiting annapoorna again just to enjoy her service and smile.,,0.04948764
15,Sree Annapoorna,Annapoorna - M.T.P Road,"the diwali sweets from annapoorna are absolutely delicious! our company purchased a sweet hamper from them, and it turned out to be really good. there were plenty of sweets, and every single one tasted great. celebrating diwali with annapoorna sweets is truly a vibe — don’t miss it!",,0.049634617
15,Sree Annapoorna,Sree Annapoorna Multicusine Resturant,annapoorna is the pride of coimbatore. no doubt in it. but it is pathetic that you are not serving the plates with banana leaf. fresh banana leaf provides a good aroma and healthy feel. i don't know how you are missing out on it. for …,,0.04987331
15,Sree Annapoorna,Shree Annapoorna Mess,annapoorna mess great spot family restaurant eating best price and best quantity worth of money and comfortable seats,,0.049956188
15,Sree Annapoorna,Annapoorna - Cross Cut Road,"annapoorna is truly a gem in kovai! 🤩 the food was absolutely delicious, a real treat for the taste buds. 😋 the atmosphere was inviting and cozy, making for a wonderful dining experience. while the service was good, it could be a little more attentive to match the amazing food and ambiance. highly recommend checking it out! ✨💯 …",,0.05591463
15,Sree Annapoorna,Annapoorna - NH Avinashi,delicious food. i had ever eaten this kind of delicious food in my life. i appreciate the entire annapoorna crews and mainly the chef who makes the delicious food.,,0.05636619
15,Sree Annapoorna,Annapoorna - Arts College Road Branch,"tried sweets. more sugary but not much tastier. the traditional annapoorna is slowly degrading it's taste . the more the crowd, the less the quality of food. no words. monopoly hotels need to improve themselves when they get more customers, …",,0.05687339
15,Sree Annapoorna,Annapoorna - Kuniyamuthur,my favourite breakfast joint in the whole world ! have been a regular at annapoorna since college days ..uncompromising quality,,0.057389412
15,Sree Annapoorna,Annapoorna - Avinashi road,enjoyed a delightful breakfast at annapoorna with friends. food quality was very good — flavorful and satisfying. …,,0.059033822
16,Saravana Bhavan,Chennai,the food offered by this hotel is good.very neat surroundings.and their service are good.the rate of foods also reasonable.it will be a good option to all vegetarians for their food.,,0.010193132
16,Sree Annapoorna,Annapoorna Veg Restaurant - Vellore City,very good hotel for pure vegetarian if you visit once you will never cross without visiting,,0.01094688
16,Sangeetha,Poonamallee,"very decent hotel. all vegetarian dishes available. from taking the order till serving good coordination is observed. , ni rest rooms available. rest room inside the restaurant is not upto the mark. bigger rest rooms are available on the lower level. plenty of car parking provided.",,0.024877971
16,Sree Annapoorna,Hotel Sri Annapoorna ஹோட்டல் ஸ்ரீ அன்னபூர்ணா,"really awesome vegetarian hotel,if u want to fill ur tummy with the delicious food items then go to this hotel and experience it.",,0.027425326
16,Saravana Bhavan,Chennai,best and quality food served by hotel. happy with their quality services.good restaurant for vegetarians.,,0.027674438
16,Sree Annapoorna,Annapoorna Hotel,excellent vegetarian hotel 👌👌👌 …,,0.03644523
16,Sree Annapoorna,SPOT ON 69181 Devi Annapoorna,centrally located hotel with spacious rooms. unfortunately there is no lift. vegetarian restaurant and bar are there in the ground floo,,0.041919243
16,Saravana Bhavan,Chennai,very nice vegetarian hotel and food taste is not like before. there are more rush in this hotel. need more clean and employee groom is not good. you can try this hotel,,0.05605818
16,Sree Annapoorna,Hotel Annapoorani,"good vegetarian hostel,food taste and quality is really good. very quick service. price wise ok must try japan panner,cheese ball. car parking available. my children favourite brownie egg less really good taste",,0.056647584
16,Sangeetha,Shri Sangeetas,"vegetarian hotel near to central bus stand located on the main road itself, with parking and rest room facilities. (rest room was clean and nicely maintained) …",,0.059958793
16,Sree Annapoorna,Sree Annapoorna - Komarapalayam,excellent service. food was good.this hotel is one of the best vegetarian options in the nh.,,0.06390479
16,Sangeetha,Shri Sangeetas,"vegetarian hotel having more options in food, including north indian dishes also taste and quality was so good neat and clean atmosphere and night time partially in garden style …",,0.070176676
16,Saravana Bhavan,Saravana Bhavan,pure vegetarian hotel opposite fatima college in the main road towards dindigul. food is ok and service is good. ambiance is good but little congested due to want of space. ac dining with table service and non ac self service section are …,,0.07652538
16,Sangeetha,Shri Sangeetas,good vegetarian hotel.. near trichy central bus stand.. lots of car parking space available side & backside of hotel.,,0.08834079
16,Saravana Bhavan,Chennai,"the taste and service has gone down...yes of course you can’t miss this hotel but still lot many new vegetarian restaurants are available... coffee and paniyaram , a good choice to go in any of the restaurants",,0.0931757
17,Sree Annapoorna,Hotel Sri Annapoorna ஹோட்டல் ஸ்ரீ அன்னபூர்ணா,good vegetarian restaurant with delicious food good vegetarian restaurant 😀👍 …,,0.025773536
17,Sree Annapoorna,Annapoorna - Ganapathy,a high class vegetarian restaurant serving lip smacking food of all varieties ranging from south indian snacks to north indian. food is hygenically prepared. the huge crowd thronging the place shows its popularity. we had some good food …,,0.04887096
17,A2B,Adyar+Ananda+Bhavan+ +A2B,# good customer service. # just in the national highways. # variety of vegetarian food items available. …,,0.057862174
17,A2B,Adyar+Ananda+Bhavan+ +A2B,"""this vegetarian restaurant is impressively clean and neat. the interior design and the standard of hygiene maintained here are truly commendable. however, the taste of the food was not that great, which was disappointing. additionally, the …",,0.06367084
17,Geetham,Pallavaram,yay or nay? yay! excellent choice for vegetarian food. they’ve a neat space and ensure hygiene. food is tasty and mostly served on time. waiting time can be expected during peak hours so plan your visit accordingly,,0.06477381
17,Sree Annapoorna,Tirupur Sree Annapoorna,"omg, i loved the food. this place is as big as two marriage hall with constant wait times. the best, cleaner, quality vegetarian food you will get. love to eat again",,0.06973083
17,Sangeetha,Shri Sangeethas Veg. Restaurant,"very good service by jencia. excellent taste, quality, hygiene. visited restaurant multiple times. must try for all varieties of vegetarian food.",,0.07046229
17,Sangeetha,T Nagar,"excellent vegetarian restaurant with delicious food and a welcoming atmosphere. the menu has good variety, portions are satisfying, and everything tasted fresh. clean seating and friendly staff make it a comfortable place for family dining.",,0.071947664
17,Sree Annapoorna,Annapoorna Hotel,finding table and ordering food was very fast experience. order taking and food delivery to table are efficient comparatively. it's chain restaurant and the food taste is identical.... all vegetarian served …,,0.07607778
17,Sangeetha,"Thillainagar, Trichy","a wonderful place for vegetarian food! the dishes were fresh, flavorful, and perfectly cooked, with a great balance of spices. the menu has plenty of variety, and everything we tried tasted delicious. the service was friendly and …",,0.08059412
17,Sangeetha,Shri Sangeetas,food is really good & tasty. they have a limited variety but with perfection. the meals gets over very soon. no car parking issue. good for vegetarians,,0.08198094
17,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,vegetarian chain known for quick service. food is dependable and the price reasonable. can get really crowded during peak times.,,0.08428343
17,Sangeetha,RA Puram,excellent restaurant for having vegetarian food. very good ambience and well maintained. the staff are friendly and helpful. all the dishes we ordered were great.,,0.08497899
17,Sangeetha,RA Puram,good vegetarian food. sitting arrangements are little crowded. food is nit that great as their main branch at greams road. location is bit odd to get public transport after 10pm,,0.08577501
17,Sree Annapoorna,Tirupur Sree Annapoorna,nice vegetarian restaurant,,0.08641325
18,A2B,T. Nagar,"yesterday i visited the a2b vegetarian restaurant with my family. we had fabulous authentic south indian foods and had a great time in this veg restaurant. especially south indian recipes ghee roast dosa, idiyappam, and bengali sweets are so yummy, and still, now i feel like mouth watering.",,0.08344896
18,A2B,"A2B,+Trichy+Railway+station","a to b restaurant is a nice spot for enjoying authentic south indian vegetarian food. the place is clean, service is quick, and the taste is consistent. popular items like dosa, idli, and meals are well-prepared and satisfying. a good choice for both family dining and quick bites at a reasonable price.",,0.10331182
18,Saravana Bhavan,Chennai,"has decent vegetarian menu. particularly south indian dishes are very good. had masala dosa,idlis and a cup of tea. taste of masala dosa is authentic. service is reasonable. ambience could have been better.busy restaurant",,0.12485054
18,A2B,Potheri,south indian vegetarian restaurants in chennai i had some south indian cuisine foods here. i ordered 14 idly and one ghee roast dhosa. my friend ordered ghee pongal and north indian food recipe naan. all recipes taste was pretty good especially south indian recipe ghee dhosa and 14 idly with three verities of chutneys and sambar taste was too delicious and yummy. food quality was good and i purchased milk and ghee sweets which is there delicious and mouth watering. i recommend this pure vegetarian for south indian food lovers. nice ambiance - 5/5 service - 5/5,,0.1293123
18,Sree Annapoorna,SRI ANNAPOORANA Pure Veg,recently visistes annapurna hotel near vellore ambur highway. pure vegetarian restaurant with both north and south indian menu on the cart. north india as well as south indian meals thali available. it's a unlimited …,,0.14912912
18,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,i have been to this restaurant many times and most of the time time i tried their daily special items which would be very different from other vegetarian restaurants in the city and also very yummy and you cant just come out without eating atleast two items here its becoz they have a huge variety of items which are extremely good in taste and also the waiters are so pleasing that they dont hesitate at all and does a clean and very good service and to mention one important thing about this restaurant is no other sangeetha branches in the city have this extreme taste and service and in terms of taste this restaurant even over takes saravana bhavan(which was very popular among vegetarians).so this is a much visit restaurant for all the veggies..........u will just love it.... best items here are: just blindly try all the daily special items which they are having becoz every one of those would taste really delicious but to mention here are few.... masala parotta palak chola poori with palak paneer kuli paniyaaram which is very soft and buffy and all the sweet items which they have and do try to visit it atleast once then u will be eager to visit it for the next time.........,,0.15982004
18,Sree Annapoorna,Hotel Annapoorani,vegetarian south indian restaurant with good service,,0.16398793
18,A2B,Adyar+Ananda+Bhavan+ +A2B,"good place having quality vegetarian food in the highway near dharmapuri after crossing thoppur ghats while driving from salem. there is no ac within the restaurant and it will be difficult to eat comfortably during summer. taste, hygiene …",,0.16559803
18,A2B,Mylapore,"favorite vegetarian restaurant. we had north indian food recipes butter naan, corn golden fry, south indian food recipes mini meals and cham cham sweet,etc and total bill was rs.640. all recipe tastes are too delicious and vegetarian food quality is too good. a2b vegetarian restaurant is my favorite vegetarian restaurant in all around india. good access and small parking available. dining is also good.",,0.16652264
18,A2B,Adyar+Ananda+Bhavan+ +A2B,"i visited this place for a quick and short meal and tried pani puri and papdi chat. both were fantastic in taste and serving was hygienic. i even tried their food chain in banglore and ooty and found very nice and best quality. nice , clean and calue for money. for vegetarians its a must visit place.",,0.16944268
18,A2B,Adyar+Ananda+Bhavan+ +A2B,"tasty foods served here especially all south indian dishes, one of the best options in the locality for vegetarian dine in.",,0.16974328
18,Namma Veedu Vasanta Bhavan,"Namma Veedu Vasanta Bhavan - Tnagar, Chennai","fantastic place for authentic indian vegetarian food. the taste truly stands out — every dish feels fresh, flavorful, and prepared with great care. from classic south indian staples to a wide variety of north indian options, the menu offers …",,0.1708101
18,Saravana Bhavan,Chennai,"this place has an extensive south indian menu. even the parathas here taste delightful, and the all vegetarian dishes are easily the best food available for the budget conscious.",,0.17646769
18,Sangeetha,Sangeetha Veg Restaurant,vegetarian restaurant with south indian and north indian dishes located in the anna salai at guindy. old restaurant with more than 30 years of reputation. huge common dining area is available without ac. food is good with fast service. limited road side parking facilities available. ♿️❌,,0.17666282
18,A2B,Adyar+Ananda+Bhavan+ +A2B,"the place has an excellent selection of pure vegetarian dishes. it is really tasty. also they have some north indian specialities like pani puri, pav bhaji etc. tried the pani puri and ghee roast. both were good. especially the dosa and the …",,0.17762834
19,Saravana Bhavan,Vadapalani,"when hungry, nothing can please us like an appetising indian meal. the meals platter served here is nothing less than a blessing to any thali lover. one of the best vegetarian meals i ever had.",,0.040303264
19,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"i had south indian thali meals recently. it was only a o.k experience. the papad was not crisp... the curd was very bitter,the hand wash place was not very hygienic. having said that the sambar and rasam were quite good. the chapstick and potato curry were quite good. the service was not that efficient... i spite of too many supervisors and waiter for the small ac place",,0.04227528
19,Saravana Bhavan,Chennai,i was delighted after having delicious lunch and dinner both in my recent dubai visit with family in sharvana bhawan.typical south indian flavour thali of my all time favorite we had there.,,0.045153875
19,A2B,Adyar+Ananda+Bhavan+ +A2B,a simple yet heart warming south indian vegetarian thali/ meal. the service was warm the waiters kept asking if we wanted refill. clean and hygienic rest rooms were definitely impressive.,,0.045539066
19,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"at sangeetha, when you order a meal (especially any kind of thali) quantity is more than filling. i love the way they serve north indian thali..plenty of options, unlimited quantity and satisfaction in the end in form of desserts! well, the sambar is worth mentioning... the best in the city!! i had been to the outlet in france also. though it was simple, it was certainly cost effective!",,0.046737254
19,Geetham,Geetham Veg Restaurant,visited this place for lunch with family. tried their north indian thali and taste is good. even though side dish offered was less but when asked they did refill. food taste was good and great service.,,0.052408926
19,A2B,Adyar+Ananda+Bhavan+ +A2B,"we had south indian thali meals, chapatti, curd rice and mint mushroom, which were flavourful and fulfilling. the thali meals' seasonal curries and stir fries never cease to amaze me. a special mention to the waitress baby, who took care of us and answered to our every concern.",,0.053949762
19,Saravana Bhavan,Chennai,"we order special meals known as ""thali meals"" having all type of south indian lunch dishes. it was tasty.",,0.054336898
19,Sangeetha,"Opp. SRM Medical College, Trichy","quite simply, the best south indian thaali i’ve ever had. excellent service, they are all well trained when it comes to hospitality. cleanliness - top notch! quite affordable for the ambience and the facilities. modern, tasty and a …",,0.059235793
19,Sree Annapoorna,Annapoorna - Avinashi road,"arrived at sree annapoorna near coimbatore airport in peelamedu right at 5:44 pm, just past lunch so thali wasn’t available—opted for their signature crispy masala dosa and steaming veg soup instead, both bursting with authentic south …",,0.06034376
19,Sangeetha,Sangeetha Veg Restaurant,"i are north indian thali. it was stomach filling. it was the worth the price deal in their menu. the soup, there roti and panner butter masala we're good. kofta was normal. …",,0.06355629
19,Sangeetha,Sangeetha Veg Restaurant,delicious and hygienic food available for a very pocket friendly cost. we ordered the unlimited thali as we wanted to have authentic south india meal. …,,0.064154446
19,Sree Annapoorna,Sree Annapoorna Multicusine Resturant,"finally tried the popular thali at sree annapoorna, and my goodness, it was an absolute delight for my senses. luckily, i got the seat instantly during my visit for lunch and had the opportunity to taste the popular thali. talking about the …",,0.064339325
19,Geetham,Geetham Veg Restaurant,"we had ordered north indian thali and south indian thali.it was not tasty at all. i never expected this type of food.no taste at all, except the brand name. panner tikka was minimal in taste.. it was a waste of money and worthless.",,0.06465353
19,A2B,Adyar+Ananda+Bhavan+ +A2B,"we ordered cheese balls, cheese sandwiches & south indian thali. the hot rice texture is too good. …",,0.066855766
20,A2B,Adyar+Ananda+Bhavan+ +A2B,"whatever you ask from menu is unavailable, it's saturday night and 2100 hrs, there is no lassi or any curd item, no masala dosa, no poori baaji, no falooda, waiter unfriendly and poor management. better to visit alternate veg restaurants like anandhas",,0.072213404
20,Sree Annapoorna,Semmancheri,"this is a good place for simple veg menu. although they have chinese and north indian chats, the south indian varieties do not have appam, adai etc. but worth for a decent price. hassle free parking and is on omr next to sathyabama",,0.0748977
20,Saravana Bhavan,Chennai,one of the best veg food i ever visited. so much variety and taste is excellent. being non lover i really loved the food at saravana bhavan.,,0.078071386
20,Sree Annapoorna,Annapoorna - Cross Cut Road,"the lips smacking food, the best of ingredients are used in preparation of veg food. the aroma of ghee that is poured on rice and podyidli is just from heaven.",,0.09326047
20,Namma Veedu Vasanta Bhavan,VB World by Namma Veedu Vasanta Bhavan,super place for all veg food enthusiasts with a fantastic ambience to boot. really good variety of indian and asian food. must try out the desserts.,,0.09694796
20,Sree Annapoorna,Annapoorna - Kuniyamuthur,"a classic veg spot known for tasty south indian food, especially idli, dosa, and filter coffee. consistent quality and quick service, though crowd and pricing can sometimes feel a bit overwhelming. must try",,0.10363613
20,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan Nexus Vijaya Mall,"i like it idly with veg paya at vasanta bhavan,the vijay mall i go to.i feel like a non veg when i eat it.thank you very much manoj good service.",,0.10497257
20,Sangeetha,T Nagar,quote spacious place . food was delicious and service was excellent inspite of heavy crowd. very good place for veg south indian food though they serve all veg continental …,,0.107902154
20,Sree Annapoorna,Hotel Sri Annapoorna,"assam veg delight foods,super service",,0.11183946
20,Saravana Bhavan,Chennai,nice food specially for the veg lovers. it has good south indian dishes and it’s there speciality. food is fresh also,,0.11520367
20,Sree Annapoorna,Hotel Annapoorani,one of the good veg restaurant at erode.. taste of the food was really yummy... atmosphere and service was really gud... best veg restaurant with many varieties of south indian and chinese foods.. must visit spot for veg lovers..,,0.116732806
20,Saravana Bhavan,Chennai,i have to admit when i travel i don't always gravitate towards veg meals but the food served as sarvana bhawan is brilliant their wide and extensive menu of south indian foods makes them the perfect choice on a budget saver as well as super tasty eating.,,0.11967826
20,Sangeetha,Sangeetha Veg Restaurant,"had a good meal at sangeetha veg, guindy. the ghee roast dosa was a bit too crispy for my taste but still flavorful. the thayir saadam was simple, fresh, and comforting, and the limited veg meal offered a nice mix of well-made dishes. quick service and reliable quality make it a solid spot for south indian veg food.",,0.1450852
20,Sangeetha,T Nagar,"top-notch veg food! great variety on the menu and everything tastes fresh.the staff is efficient and polite, making for a smooth dining experience. the ghee roast and filter coffee are must-haves! …",,0.15412726
20,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"great variety of veg food , cooked in healthy manner, fast service and priced just right. good south indian menu , does serve other cuisine",,0.15754116
21,Sangeetha,"Karur Bypass, Trichy",we visited often this hotel...different types of veg dishes in non veg taste. we face difficulty while taking orders.management should look into employees for a quick service. all the waiters are slightly not much interest to take the orders.,,0.032961704
21,Sree Annapoorna,Annapoorna - Ganapathy,these people where pioneers in veg food for decades. their taste was not the same as before. but still prefer for the nostalgia.,,0.049042627
21,Sangeetha,Poonamallee,very good veg restaurant. clean ambience. all items are tasty and priced reasonably. good service. courteous staff. served hot.,,0.05493236
21,A2B,Adyar+Ananda+Bhavan+ +A2B,pretty good veg place. always packed. it's self-service now.,,0.05739851
21,Sree Annapoorna,Sree Annapoorna - NH Komarapalayam,new branch.. welcome for veg food eaters...,,0.060377277
21,Sangeetha,Shangeetha Mess & Caterers,good place for all the non veg food,,0.06363209
21,Sangeetha,Medavakkam,"green bites, a vibrant veg restaurant, serves innovative plant-based cuisine that delights the senses. their new interior is absolutely stunning, attached some photos for reference. a must-visit for veg foodies and anyone seeking a flavorful meal.",,0.06575943
21,Saravana Bhavan,Saravana Bhavan,neat and clean restaurant with plenty veg options. friendly staffs and decent pricing. revommended for veg food enthusiasts.,,0.07117019
21,Sree Annapoorna,Shree Annapoorna Mess,magnum ops for non veg lovers.. if ur ok with poor layout.. ambience and bhaba style food and hygiene. tis place serves good food,,0.071641475
21,Sree Annapoorna,Hotel Annapoorani,very good veg restaurant,,0.07303288
21,Sangeetha,"Karur Bypass, Trichy","the food was good. they can definitely cut down on salt and rely more on the natural taste of the diverse ingredients they use in their food. it will also definitely help if they can add more authentic vegetarian recipes instead of mock veg recipes. the service and ambience was excellent, no complaints.",,0.07417192
21,Sangeetha,Sangeetha Veg Restaurant,good place for authentic veg food items.,,0.07502485
21,A2B,Adyar+Ananda+Bhavan+ +A2B,"good place for veg food, sweets, chats, multiple food options. food quality is very good. tasty sweets. fresh food. the place is pricey. but you can enjoy the food here. there is also ample car parking space, rest room is also available. the restaurant is air conditioned as well.",,0.07622132
21,Sangeetha,Poonamallee,"as usual one of the best restaurants to have veg food. reducing one star for smelly ac room, but other than that the service is great and food is delicious. they have a huge parking lot behind the entrance as well.",,0.07756504
21,Namma Veedu Vasanta Bhavan,"VB World By Namma Veedu Vasanta Bhavan - Velachery, Chennai","top notch veg fine dining restaurant in velachery. definately a boon for veg multi cuisine food lovers. mesmerizing ambience and sitting arrangements. this restaurant offers south & north indian, italian and chinese authentic cuisine. they …",,0.0780698
22,Sangeetha,"Karur Bypass, Trichy","if you are trichy, shri sangeetha restaurant is not to be missed. superior quality food, good ambience and very courteous staff. you will never get disappointed. special appreciation to mr. charan and mr. gunasekar. in general, all the staff are excellent in terms of fast service, courtesy and attitude.",,0.017157957
22,Sangeetha,"Opp. SRM Medical College, Trichy",it is a new branch of sangeethas in trichy city now outside the city opposite to medical college. ambience is fresh and modern. fresh look and feel everywhere. service is the same as in their other branches. but the food is not up to the …,,0.023459246
22,Sangeetha,Shri Sangeetas,"i recently visited sangeetha restaurant in trichy, and it was an absolutely wonderful experience. the food was delicious, fresh, and served hot—just the way it should be. …",,0.025990091
22,Sangeetha,"Opp. SRM Medical College, Trichy","as always trichy's favourite vegetarian restaurant is shri sangeethas .i highly recommended shri sangeethas for the food.we came to the newly opened branch which is opposite to srm medical college.we ordered meals,mini meals,peri peri …",,0.031458586
22,Sangeetha,"Thillainagar, Trichy","i recently dined at hotel shri sangeetas in trichy and had a wonderful culinary experience. i tried their mini tiffin, which included a variety of dishes such as one sweet recipe, an idly, pongal, masala dosa, vada, and a cup of coffee. …",,0.031621058
22,Sangeetha,Shri Sangeethas Veg. Restaurant,"""we had a fantastic experience at sangeetha, trichy. the food was exceptionally tasty, especially the south indian meals. a standout was the stuffed paratha with white kurma—it was absolutely ultimate in flavor! we also highly recommend …",,0.039513074
