issue_category,week,review_count,rolling_mean,z_score,rule_flag,iforest_flag,both_flag,outcome_rating_change,issue_category_code,volume,magnitude_z,pct_above_rolling_mean,rule_and_ml_agree,priority_target,predicted_priority_score
Slow Service & Staff Negligence,2025-09-15,13,14.333333333333334,-0.2581988897471612,False,False,False,-0.20559440559440567,8,13,-0.2581988897471612,-0.09302325581395353,0,0.20559440559440567,0.049901035
Ambience & Seating,2025-12-22,12,10.666666666666666,0.5923488777590924,False,False,False,0.22870370370370363,0,12,0.5923488777590924,0.12500000000000006,0,-0.22870370370370363,0.048962828
Parking & Accessibility,2026-05-04,11,9.166666666666666,0.6754697823349772,False,False,False,-0.07638888888888884,5,11,0.6754697823349772,0.20000000000000007,0,0.07638888888888884,0.0478616
Cleanliness & Restroom Hygiene,2026-07-13,6,7.0,-0.5976143046672042,False,False,False,-0.07692307692307687,2,6,-0.5976143046672042,-0.14285714285714285,0,0.07692307692307687,0.046877004
Billing & Online Ordering Issues,2026-03-09,9,9.5,-0.18764665626020147,False,False,False,-0.08717948717948731,1,9,-0.18764665626020147,-0.05263157894736842,0,0.08717948717948731,0.04666229
Billing & Online Ordering Issues,2025-09-15,7,7.333333333333333,-0.15430334996209175,False,False,False,0.0,1,7,-0.15430334996209175,-0.045454545454545414,0,-0.0,0.046114594
Slow Service & Staff Negligence,2026-04-06,12,12.5,-0.15007505629691603,False,False,False,-0.28234501347708907,8,12,-0.15007505629691603,-0.04,0,0.28234501347708907,0.04594897
Service Quality,2025-10-20,14,14.0,0.0,False,False,False,-0.1386347642505279,7,14,0.0,0.0,0,0.1386347642505279,0.045098867
Service Quality,2025-11-24,10,15.0,-1.2500000000000002,False,False,False,-0.021739130434782705,7,10,-1.2500000000000002,-0.3333333333333333,0,0.021739130434782705,0.045014575
Cleanliness & Restroom Hygiene,2026-02-16,10,9.0,0.3162277660168394,False,False,False,-0.10909090909090913,2,10,0.3162277660168394,0.1111111111111111,0,0.10909090909090913,0.043623954
Food Variety & Fast Service,2026-06-15,18,20.166666666666668,-0.20313491893938146,False,False,False,-0.08253968253968247,4,18,-0.20313491893938146,-0.10743801652892568,0,0.08253968253968247,0.043397237
Food Variety & Fast Service,2026-03-23,17,17.666666666666668,-0.26631182064565284,False,False,False,-0.06407423773751653,4,17,-0.26631182064565284,-0.03773584905660384,0,0.06407423773751653,0.042382002
Slow Service & Staff Negligence,2026-03-09,10,14.666666666666666,-0.444410854568385,False,False,False,0.09523809523809534,8,10,-0.444410854568385,-0.3181818181818182,0,-0.09523809523809534,0.042316414
Staff Courtesy & Behaviour,2026-06-22,11,14.333333333333334,-0.2629758415191085,False,False,False,0.014272970561998166,9,11,-0.2629758415191085,-0.23255813953488375,0,-0.014272970561998166,0.041863352
Staff Courtesy & Behaviour,2025-10-06,5,7.833333333333333,-0.9680365087282966,False,False,False,0.1333333333333333,9,5,-0.9680365087282966,-0.36170212765957444,0,-0.1333333333333333,0.0418121
Billing & Online Ordering Issues,2025-10-20,12,9.833333333333334,0.7402632125569324,False,False,False,0.0,1,12,0.7402632125569324,0.2203389830508474,0,-0.0,0.04127459
Staff Courtesy & Behaviour,2025-08-25,9,7.2,0.5636018619766345,False,False,False,-0.12698412698412698,9,9,0.5636018619766345,0.24999999999999997,0,0.12698412698412698,0.04094242
Billing & Online Ordering Issues,2025-10-13,7,8.5,-0.4276994613841508,False,False,False,-0.10394736842105257,1,7,-0.4276994613841508,-0.17647058823529413,0,0.10394736842105257,0.040853385
Poor Experience & Food Hygiene Complaints,2026-01-12,8,3.6666666666666665,1.9251338527170385,False,False,False,-0.174825174825175,6,8,1.9251338527170385,1.181818181818182,0,0.174825174825175,0.04020858
Parking & Accessibility,2026-04-13,11,9.333333333333334,0.6454972243679018,False,True,False,0.07058823529411784,5,11,0.6454972243679018,0.1785714285714285,0,-0.07058823529411784,0.04015228
Parking & Accessibility,2026-02-09,9,7.333333333333333,0.8475793795260085,False,False,False,0.054545454545454675,5,9,0.8475793795260085,0.22727272727272732,0,-0.054545454545454675,0.039837144
Billing & Online Ordering Issues,2026-02-16,11,8.833333333333334,0.9722089058425495,False,False,False,-0.015151515151515138,1,11,0.9722089058425495,0.24528301886792445,0,0.015151515151515138,0.03907139
Slow Service & Staff Negligence,2026-05-04,16,16.0,0.0,False,False,False,0.1286186931348221,8,16,0.0,0.0,0,-0.1286186931348221,0.038369406
Food Variety & Fast Service,2025-10-13,9,13.5,-1.2069940067680953,False,False,False,-0.0185185185185186,4,9,-1.2069940067680953,-0.3333333333333333,0,0.0185185185185186,0.038219303
Billing & Online Ordering Issues,2026-04-06,8,8.5,-0.32969023669789876,False,False,False,-0.17045454545454541,1,8,-0.32969023669789876,-0.058823529411764705,0,0.17045454545454541,0.037794404
Food Variety & Fast Service,2026-01-26,10,15.0,-1.2499999999999956,False,False,False,0.022775423728813582,4,10,-1.2499999999999956,-0.3333333333333333,0,-0.022775423728813582,0.037523247
Food Variety & Fast Service,2026-02-23,15,16.333333333333332,-0.29617443887954525,False,False,False,0.052429667519181544,4,15,-0.29617443887954525,-0.08163265306122443,0,-0.052429667519181544,0.037161104
Slow Service & Staff Negligence,2025-10-06,11,12.0,-0.1889822365046136,False,False,False,-0.0073260073260073,8,11,-0.1889822365046136,-0.08333333333333333,0,0.0073260073260073,0.036620185
Slow Service & Staff Negligence,2025-12-01,18,15.166666666666666,0.664752603954909,False,False,False,-0.0494252873563219,8,18,0.664752603954909,0.18681318681318687,0,0.0494252873563219,0.036061164
Poor Experience & Food Hygiene Complaints,2026-02-02,2,4.833333333333333,-1.0439078454267798,False,False,False,-0.028571428571428692,6,2,-1.0439078454267798,-0.5862068965517241,0,0.028571428571428692,0.035758518
Food Variety & Fast Service,2026-07-06,16,24.166666666666668,-0.6830105844418706,False,False,False,0.10331384015594525,4,16,-0.6830105844418706,-0.33793103448275863,0,-0.10331384015594525,0.035144255
Food Quantity & Value for Money,2026-06-22,19,20.5,-0.47673129462279284,False,False,False,-0.1578947368421053,3,19,-0.47673129462279284,-0.07317073170731707,0,0.1578947368421053,0.03436084
Food Variety & Fast Service,2026-02-16,16,15.833333333333334,0.03447865914274349,False,False,False,0.07558979297063062,4,16,0.03447865914274349,0.010526315789473646,0,-0.07558979297063062,0.03417029
Parking & Accessibility,2025-11-17,9,11.166666666666666,-0.5527162925699823,False,False,False,-0.06666666666666665,5,9,-0.5527162925699823,-0.1940298507462686,0,0.06666666666666665,0.033761468
Service Quality,2025-10-13,14,14.166666666666666,-0.04197385004244274,False,False,False,0.017857142857142794,7,14,-0.04197385004244274,-0.0117647058823529,0,-0.017857142857142794,0.033654295
Cleanliness & Restroom Hygiene,2025-11-24,4,13.833333333333334,-0.5943064958819873,False,False,False,-0.03846153846153855,2,4,-0.5943064958819873,-0.7108433734939759,0,0.03846153846153855,0.033458408
Cleanliness & Restroom Hygiene,2025-10-13,9,8.0,0.4082482904638629,False,False,False,-0.029166666666666563,2,9,0.4082482904638629,0.125,0,0.029166666666666563,0.033408575
Service Quality,2026-05-11,9,18.833333333333332,-0.6802401372563635,False,False,False,-0.37515605493133597,7,9,-0.6802401372563635,-0.5221238938053097,0,0.37515605493133597,0.03309268
Parking & Accessibility,2025-10-20,11,11.0,0.0,False,False,False,-0.02826086956521734,5,11,0.0,0.0,0,0.02826086956521734,0.030930977
Parking & Accessibility,2026-03-30,12,9.833333333333334,1.0138937495022848,False,False,False,-0.1025210084033612,5,12,1.0138937495022848,0.2203389830508474,0,0.1025210084033612,0.030689027
Staff Courtesy & Behaviour,2026-02-09,9,11.666666666666666,-0.3761219585116297,False,False,False,0.06219312602291338,9,9,-0.3761219585116297,-0.22857142857142854,0,-0.06219312602291338,0.030391648
Cleanliness & Restroom Hygiene,2026-07-27,5,6.166666666666667,-1.1866111313364545,False,False,False,-0.18333333333333335,2,5,-1.1866111313364545,-0.18918918918918923,0,0.18333333333333335,0.03036261
Parking & Accessibility,2026-05-11,7,8.333333333333334,-0.5504818825631795,False,False,False,-0.16491228070175445,5,7,-0.5504818825631795,-0.16000000000000006,0,0.16491228070175445,0.03006056
Food Quantity & Value for Money,2026-05-25,24,20.333333333333332,0.8144797069187493,False,False,False,0.04959958667011111,3,24,0.8144797069187493,0.18032786885245908,0,-0.04959958667011111,0.029889714
Slow Service & Staff Negligence,2026-04-13,16,13.5,0.7503752814845798,False,False,False,-0.17575757575757578,8,16,0.7503752814845798,0.18518518518518517,0,0.17575757575757578,0.02958903
Parking & Accessibility,2026-04-20,9,9.0,0.0,False,False,False,0.09722222222222232,5,9,0.0,0.0,0,-0.09722222222222232,0.028975843
Service Quality,2026-05-25,18,18.666666666666668,-0.0450834817333717,False,False,False,0.28074534161490683,7,18,-0.0450834817333717,-0.035714285714285775,0,-0.28074534161490683,0.028780015
Slow Service & Staff Negligence,2025-12-29,14,14.5,-0.10885008604602703,False,False,False,-0.025910364145658393,8,14,-0.10885008604602703,-0.034482758620689655,0,0.025910364145658393,0.028750505
Food Quantity & Value for Money,2026-01-26,22,21.833333333333332,0.048587217024317286,False,False,False,-0.02983362019506597,3,22,0.048587217024317286,0.007633587786259596,0,0.02983362019506597,0.028703475
Cleanliness & Restroom Hygiene,2026-01-05,7,7.0,0.0,False,False,False,0.03418803418803429,2,7,0.0,0.0,0,-0.03418803418803429,0.027898336
Slow Service & Staff Negligence,2026-06-29,13,12.166666666666666,0.2916059217599031,False,False,False,-0.2701202590194265,8,13,0.2916059217599031,0.06849315068493156,0,0.2701202590194265,0.027728217
Ambience & Seating,2025-10-06,11,12.5,-0.458563380386807,False,False,False,-0.0510366826156301,0,11,-0.458563380386807,-0.12,0,0.0510366826156301,0.0274799
Poor Experience & Food Hygiene Complaints,2025-12-01,6,9.0,-0.28552012036008034,False,False,False,0.019444444444444375,6,6,-0.28552012036008034,-0.3333333333333333,0,-0.019444444444444375,0.027232934
Food Quantity & Value for Money,2026-06-01,25,21.333333333333332,0.7634472069271909,False,False,False,0.04327347659699732,3,25,0.7634472069271909,0.17187500000000006,0,-0.04327347659699732,0.027049713
Parking & Accessibility,2025-12-08,13,11.166666666666666,0.4676830167899853,False,False,False,-0.03319148936170202,5,13,0.4676830167899853,0.164179104477612,0,0.03319148936170202,0.027038464
Ambience & Seating,2026-03-23,9,12.0,-0.9302605094190624,False,False,False,0.0804321728691475,0,9,-0.9302605094190624,-0.25,0,-0.0804321728691475,0.026758889
Food Variety & Fast Service,2025-12-29,15,16.166666666666668,-0.4552755250642207,False,False,False,0.007459207459207473,4,15,-0.4552755250642207,-0.07216494845360831,0,-0.007459207459207473,0.026718099
Food Quantity & Value for Money,2025-09-01,21,19.666666666666668,0.2004012040140504,False,False,False,-0.02377260981912155,3,21,0.2004012040140504,0.06779661016949146,0,0.02377260981912155,0.026674336
Cleanliness & Restroom Hygiene,2026-01-26,11,8.833333333333334,0.8455116894049919,False,False,False,-0.12162162162162171,2,11,0.8455116894049919,0.24528301886792445,0,0.12162162162162171,0.026525902
Service Quality,2026-06-15,16,13.166666666666666,0.6647526039549082,False,False,False,-0.07168458781362008,7,16,0.6647526039549082,0.21518987341772158,0,0.07168458781362008,0.026199045
Service Quality,2026-01-05,17,14.0,0.6993786061802354,False,False,False,-0.125925925925926,7,17,0.6993786061802354,0.21428571428571427,0,0.125925925925926,0.026199045
Parking & Accessibility,2025-10-13,13,11.0,0.7905694150420944,False,False,False,0.005952380952380931,5,13,0.7905694150420944,0.18181818181818182,0,-0.005952380952380931,0.026037904
Poor Experience & Food Hygiene Complaints,2026-03-02,2,4.0,-0.8770580193070242,False,False,False,0.0714285714285714,6,2,-0.8770580193070242,-0.5,0,-0.0714285714285714,0.025836846
Cleanliness & Restroom Hygiene,2026-04-20,12,11.0,0.08587567332159081,False,False,False,0.00454545454545463,2,12,0.08587567332159081,0.09090909090909091,0,-0.00454545454545463,0.025759408
Parking & Accessibility,2026-03-09,11,9.666666666666666,0.47538268854152815,False,False,False,-0.06219512195121957,5,11,0.47538268854152815,0.1379310344827587,0,0.06219512195121957,0.025527729
Food Quantity & Value for Money,2025-09-22,26,22.5,1.4409271967870798,False,False,False,0.01984126984126977,3,26,1.4409271967870798,0.15555555555555556,0,-0.01984126984126977,0.025209174
Food Quantity & Value for Money,2026-05-04,24,21.833333333333332,0.8725028717782216,False,False,False,-0.13728501228501222,3,24,0.8725028717782216,0.0992366412213741,0,0.13728501228501222,0.025195323
Food Variety & Fast Service,2025-09-29,19,15.5,0.8669104580816224,False,False,False,0.09262435677530023,4,19,0.8669104580816224,0.22580645161290322,0,-0.09262435677530023,0.025082136
Cleanliness & Restroom Hygiene,2026-05-18,10,9.166666666666666,0.20725666807242035,False,False,False,0.11538461538461542,2,10,0.20725666807242035,0.09090909090909098,0,-0.11538461538461542,0.02495606
Parking & Accessibility,2026-06-22,9,8.833333333333334,0.05694332404284069,False,False,False,-0.19005847953216382,5,9,0.05694332404284069,0.01886792452830182,0,0.19005847953216382,0.024621446
Parking & Accessibility,2026-07-06,10,9.333333333333334,0.22645540682891868,False,False,False,0.01797175866495504,5,10,0.22645540682891868,0.07142857142857136,0,-0.01797175866495504,0.023736427
Food Variety & Fast Service,2026-03-09,17,18.333333333333332,-0.47538268854152615,False,False,False,-0.11845431563741426,4,17,-0.47538268854152615,-0.07272727272727267,0,0.11845431563741426,0.02349262
Ambience & Seating,2025-12-15,9,10.0,-0.42257712736425845,False,False,False,0.1771871539313401,0,9,-0.42257712736425845,-0.1,0,-0.1771871539313401,0.023469867
Parking & Accessibility,2025-08-18,7,7.0,0.0,False,False,False,-0.2637362637362637,5,7,0.0,0.0,0,0.2637362637362637,0.02346806
Ambience & Seating,2026-02-23,13,14.5,-0.20431341198119823,False,False,False,0.07407407407407418,0,13,-0.20431341198119823,-0.10344827586206896,0,-0.07407407407407418,0.022715155
Service Quality,2026-07-20,14,15.166666666666666,-0.27995521074913343,False,False,False,0.08980755523877404,7,14,-0.27995521074913343,-0.07692307692307689,0,-0.08980755523877404,0.022162113
Staff Courtesy & Behaviour,2026-06-08,8,9.0,-0.2672612419124246,False,False,False,-0.1092581943645774,9,8,-0.2672612419124246,-0.1111111111111111,0,0.1092581943645774,0.021472814
Poor Experience & Food Hygiene Complaints,2026-05-25,7,10.166666666666666,-0.22293468402436392,False,False,False,-0.00512820512820511,6,7,-0.22293468402436392,-0.31147540983606553,0,0.00512820512820511,0.020756202
Food Variety & Fast Service,2025-08-18,15,14.25,0.13947203865909233,False,False,False,0.039682539682539764,4,15,0.13947203865909233,0.05263157894736842,0,-0.039682539682539764,0.020495227
Parking & Accessibility,2025-09-15,9,8.166666666666666,0.3899591344239565,False,False,False,0.013368983957219305,5,9,0.3899591344239565,0.1020408163265307,0,-0.013368983957219305,0.01998449
Billing & Online Ordering Issues,2025-12-08,7,5.666666666666667,0.8164965809277249,False,False,False,0.026315789473684292,1,7,0.8164965809277249,0.23529411764705876,0,-0.026315789473684292,0.019981183
Parking & Accessibility,2025-09-29,13,10.333333333333334,1.0031397251510377,False,False,False,-0.03837209302325584,5,13,1.0031397251510377,0.2580645161290322,0,0.03837209302325584,0.019740071
Parking & Accessibility,2026-04-27,7,8.666666666666666,-0.6454972243679016,False,False,False,0.15315315315315314,5,7,-0.6454972243679016,-0.19230769230769226,0,-0.15315315315315314,0.019730993
Poor Experience & Food Hygiene Complaints,2025-11-24,8,8.333333333333334,-0.030703171924317225,False,False,False,-0.0038610038610038533,6,8,-0.030703171924317225,-0.04000000000000007,0,0.0038610038610038533,0.01958946
Food Quantity & Value for Money,2026-03-02,24,19.833333333333332,1.0115573137905574,False,False,False,0.013372472276582004,3,24,1.0115573137905574,0.21008403361344544,0,-0.013372472276582004,0.01956419
Slow Service & Staff Negligence,2025-09-01,22,13.833333333333334,1.3579712889105482,False,False,False,-0.13636363636363646,8,22,1.3579712889105482,0.5903614457831324,0,0.13636363636363646,0.019231316
Food Quantity & Value for Money,2025-10-20,25,22.833333333333332,0.7774541189099284,False,False,False,-0.09321475625823439,3,25,0.7774541189099284,0.09489051094890516,0,0.09321475625823439,0.018515192
Service Quality,2026-03-16,15,15.5,-0.106843460792672,False,False,False,0.019791666666666652,7,15,-0.106843460792672,-0.03225806451612903,0,-0.019791666666666652,0.017795842
Slow Service & Staff Negligence,2025-12-22,11,13.833333333333334,-0.5716425586281312,False,False,False,0.10838709677419356,8,11,-0.5716425586281312,-0.20481927710843376,0,-0.10838709677419356,0.01756705
Food Variety & Fast Service,2026-03-02,19,17.166666666666668,0.4123582761971496,False,False,False,0.0022522522522521182,4,19,0.4123582761971496,0.1067961165048543,0,-0.0022522522522521182,0.017481634
Staff Courtesy & Behaviour,2025-10-20,8,7.5,0.19316685232156405,False,False,False,-0.0023809523809523725,9,8,0.19316685232156405,0.06666666666666667,0,0.0023809523809523725,0.01723271
Parking & Accessibility,2026-05-25,9,8.5,0.3296902366978921,False,False,False,-0.07575757575757569,5,9,0.3296902366978921,0.058823529411764705,0,0.07575757575757569,0.017169258
Food Quantity & Value for Money,2026-06-29,19,20.666666666666668,-0.5535093034625557,False,False,False,-0.026936026936026813,3,19,-0.5535093034625557,-0.08064516129032263,0,0.026936026936026813,0.016951349
Service Quality,2026-04-06,15,15.5,-0.362738125055004,False,False,False,-0.03571428571428581,7,15,-0.362738125055004,-0.03225806451612903,0,0.03571428571428581,0.01630912
Staff Courtesy & Behaviour,2025-09-15,9,8.833333333333334,0.05333048911642403,False,False,False,-0.15572232645403372,9,9,0.05333048911642403,0.01886792452830182,0,0.15572232645403372,0.015941769
Slow Service & Staff Negligence,2026-01-12,12,12.166666666666666,-0.11322770341445937,False,False,False,0.07571428571428584,8,12,-0.11322770341445937,-0.013698630136986254,0,-0.07571428571428584,0.015895654
Staff Courtesy & Behaviour,2026-05-04,9,8.0,0.4767312946227975,False,False,False,-0.08888888888888902,9,9,0.4767312946227975,0.125,0,0.08888888888888902,0.015833484
Staff Courtesy & Behaviour,2025-11-10,9,8.0,0.5000000000000003,False,False,False,0.10000000000000009,9,9,0.5000000000000003,0.125,0,-0.10000000000000009,0.015833484
Staff Courtesy & Behaviour,2026-05-11,9,8.0,0.4767312946227975,False,False,False,0.06000000000000005,9,9,0.4767312946227975,0.125,0,-0.06000000000000005,0.015833484
Food Variety & Fast Service,2026-01-19,14,15.833333333333334,-0.5749792108382459,False,False,False,0.015151515151515138,4,14,-0.5749792108382459,-0.11578947368421055,0,-0.015151515151515138,0.015709624
Slow Service & Staff Negligence,2026-05-25,13,16.0,-0.6846531968814573,False,False,False,0.09469696969696972,8,13,-0.6846531968814573,-0.1875,0,-0.09469696969696972,0.01539074
Slow Service & Staff Negligence,2025-11-10,13,11.166666666666666,0.5256003308242463,False,False,False,0.00707785642062686,8,13,0.5256003308242463,0.164179104477612,0,-0.00707785642062686,0.014801189
Service Quality,2025-11-03,22,15.166666666666666,1.9590557785267364,False,False,False,0.13934837092731844,7,22,1.9590557785267364,0.4505494505494506,0,-0.13934837092731844,0.014778454
Ambience & Seating,2026-01-05,7,11.166666666666666,-1.4580296087995097,False,False,False,-0.04574468085106376,0,7,-1.4580296087995097,-0.3731343283582089,0,0.04574468085106376,0.014698303
Parking & Accessibility,2026-06-29,10,9.166666666666666,0.2847166202142047,False,False,False,0.07222222222222241,5,10,0.2847166202142047,0.09090909090909098,0,-0.07222222222222241,0.014097003
Service Quality,2026-01-19,10,13.666666666666666,-0.8065591326174432,False,False,False,-0.022312373225152227,7,10,-0.8065591326174432,-0.26829268292682923,0,0.022312373225152227,0.013991373
Slow Service & Staff Negligence,2026-02-16,12,15.5,-0.3357014926691759,False,False,False,0.04347826086956541,8,12,-0.3357014926691759,-0.22580645161290322,0,-0.04347826086956541,0.013749002
Service Quality,2026-02-02,38,18.166666666666668,1.9321644642810496,False,True,False,-0.015319426336375397,7,38,1.9321644642810496,1.091743119266055,0,0.015319426336375397,0.013699282
Food Variety & Fast Service,2026-04-13,19,17.833333333333332,0.4420122177473799,False,False,False,0.07847082494969815,4,19,0.4420122177473799,0.06542056074766363,0,-0.07847082494969815,0.013638621
Food Quantity & Value for Money,2025-10-13,24,22.333333333333332,0.6454972243679024,False,False,False,-0.010204081632652962,3,24,0.6454972243679024,0.07462686567164185,0,0.010204081632652962,0.013558978
Slow Service & Staff Negligence,2025-09-29,7,13.166666666666666,-1.0675643492050675,False,False,False,0.0,8,7,-1.0675643492050675,-0.46835443037974683,0,-0.0,0.013479186
Billing & Online Ordering Issues,2026-03-16,6,9.0,-0.9890707100936847,False,False,False,0.03488372093023262,1,6,-0.9890707100936847,-0.3333333333333333,0,-0.03488372093023262,0.012467489
Parking & Accessibility,2026-07-13,9,10.0,-0.4767312946227953,False,False,False,0.02494802494802495,5,9,-0.4767312946227953,-0.1,0,-0.02494802494802495,0.011985843
Food Quantity & Value for Money,2026-02-02,20,20.833333333333332,-0.2990208149653561,False,False,False,0.018604651162790864,3,20,-0.2990208149653561,-0.039999999999999945,0,-0.018604651162790864,0.011952929
Parking & Accessibility,2025-12-01,11,10.5,0.12867125316374464,False,False,False,0.1133720930232558,5,11,0.12867125316374464,0.047619047619047616,0,-0.1133720930232558,0.011727538
Service Quality,2025-08-25,13,13.4,-0.07952427724875448,False,False,False,0.14666666666666672,7,13,-0.07952427724875448,-0.029850746268656744,0,-0.14666666666666672,0.0115237925
Food Quantity & Value for Money,2025-10-06,23,21.833333333333332,0.469809238649817,False,False,False,-0.01809733431156757,3,23,0.469809238649817,0.05343511450381685,0,0.01809733431156757,0.011452442
Parking & Accessibility,2025-11-24,9,10.5,-0.38601375949123395,False,False,False,0.03837209302325584,5,9,-0.38601375949123395,-0.14285714285714285,0,-0.03837209302325584,0.0113119865
Staff Courtesy & Behaviour,2026-01-12,9,8.0,0.26352313834736496,False,False,False,0.15490196078431362,9,9,0.26352313834736496,0.125,0,-0.15490196078431362,0.010785714
Parking & Accessibility,2026-03-02,7,9.5,-0.912870929175276,False,False,False,-0.11111111111111116,5,7,-0.912870929175276,-0.2631578947368421,0,0.11111111111111116,0.010339653
Slow Service & Staff Negligence,2026-04-20,17,14.666666666666666,0.7583649325305185,False,False,False,0.02121504339440694,8,17,0.7583649325305185,0.15909090909090914,0,-0.02121504339440694,0.010289799
Slow Service & Staff Negligence,2026-07-06,10,11.666666666666666,-0.5661385170722992,False,False,False,-0.16237799467613123,8,10,-0.5661385170722992,-0.14285714285714282,0,0.16237799467613123,0.00999562
Food Quantity & Value for Money,2026-07-13,23,20.5,0.8894600837060173,False,False,False,0.03934652554072704,3,23,0.8894600837060173,0.12195121951219512,0,-0.03934652554072704,0.009849945
Service Quality,2025-09-29,12,13.666666666666666,-0.40824829046386296,False,False,False,0.09311740890688247,7,12,-0.40824829046386296,-0.12195121951219508,0,-0.09311740890688247,0.009508566
Food Quantity & Value for Money,2025-08-25,21,19.4,0.21613729078331986,False,False,False,0.15037593984962405,3,21,0.21613729078331986,0.08247422680412379,0,-0.15037593984962405,0.009450698
Service Quality,2025-10-27,15,13.0,0.9128709291752769,False,False,False,0.03353353353353361,7,15,0.9128709291752769,0.15384615384615385,0,-0.03353353353353361,0.009414732
Slow Service & Staff Negligence,2026-02-02,36,16.666666666666668,1.9623283621077794,False,True,False,-0.053333333333333455,8,36,1.9623283621077794,1.16,0,0.053333333333333455,0.009003531
Food Quantity & Value for Money,2025-11-10,20,25.5,-0.699064687852925,False,False,False,0.011363636363636465,3,20,-0.699064687852925,-0.21568627450980393,0,-0.011363636363636465,0.008946966
Food Variety & Fast Service,2026-01-05,18,16.333333333333332,0.6269623282193956,False,False,False,-0.023076923076922995,4,18,0.6269623282193956,0.1020408163265307,0,0.023076923076922995,0.008926654
Service Quality,2026-03-23,15,15.666666666666666,-0.14388861576723835,False,False,False,0.1737327188940092,7,15,-0.14388861576723835,-0.042553191489361666,0,-0.1737327188940092,0.00877247
Ambience & Seating,2025-10-27,10,11.666666666666666,-0.9517337345335999,False,False,False,0.0,0,10,-0.9517337345335999,-0.14285714285714282,0,-0.0,0.0087682605
Staff Courtesy & Behaviour,2025-11-03,8,7.833333333333333,0.08587567332159099,False,False,False,0.13092979127134718,9,8,0.08587567332159099,0.02127659574468089,0,-0.13092979127134718,0.008483233
Cleanliness & Restroom Hygiene,2026-07-20,6,6.333333333333333,-0.40824829046388134,False,False,False,0.045454545454545414,2,6,-0.40824829046388134,-0.052631578947368376,0,-0.045454545454545414,0.0077080876
Parking & Accessibility,2026-02-23,12,9.666666666666666,0.9036961141150632,False,False,False,0.13157894736842102,5,12,0.9036961141150632,0.24137931034482765,0,-0.13157894736842102,0.0075519327
Slow Service & Staff Negligence,2025-10-13,10,10.0,0.0,False,False,False,0.06666666666666665,8,10,0.0,0.0,0,-0.06666666666666665,0.007346834
Staff Courtesy & Behaviour,2025-09-08,9,8.666666666666666,0.10611908999450241,False,False,False,-0.2920634920634919,9,9,0.10611908999450241,0.03846153846153853,0,0.2920634920634919,0.0070033106
Staff Courtesy & Behaviour,2025-10-13,11,7.666666666666667,1.2539246564387982,False,False,False,-0.13157894736842102,9,11,1.2539246564387982,0.4347826086956521,0,0.13157894736842102,0.005987906
Service Quality,2025-09-08,15,14.666666666666666,0.1159347239400423,False,False,False,-0.02490421455938696,7,15,0.1159347239400423,0.02272727272727277,0,0.02490421455938696,0.005688891
Staff Courtesy & Behaviour,2026-03-02,24,9.0,1.9764235376052373,False,True,False,0.5083333333333333,9,24,1.9764235376052373,1.6666666666666667,0,-0.5083333333333333,0.005397424
Ambience & Seating,2026-07-20,10,10.666666666666666,-0.21223817998900418,False,False,False,0.05555555555555558,0,10,-0.21223817998900418,-0.062499999999999944,0,-0.05555555555555558,0.0052721393
Slow Service & Staff Negligence,2026-06-15,15,14.333333333333334,0.14388861576723844,False,False,False,-0.10416666666666674,8,15,0.14388861576723844,0.0465116279069767,0,0.10416666666666674,0.0043764226
Service Quality,2025-12-01,13,14.833333333333334,-0.45042643182833364,False,False,False,-0.020983606557376966,7,13,-0.45042643182833364,-0.12359550561797757,0,0.020983606557376966,0.003906899
Slow Service & Staff Negligence,2026-01-05,14,13.166666666666666,0.29902081496535765,False,False,False,0.04909983633387904,8,14,0.29902081496535765,0.06329113924050637,0,-0.04909983633387904,0.0024091972
Poor Experience & Food Hygiene Complaints,2026-03-16,1,3.3333333333333335,-1.4288690166235039,False,False,False,0.30000000000000004,6,1,-1.4288690166235039,-0.7000000000000001,0,-0.30000000000000004,0.0023377475
Slow Service & Staff Negligence,2025-12-15,11,14.166666666666666,-0.6607746403293414,False,False,False,-0.05365126676602072,8,11,-0.6607746403293414,-0.22352941176470584,0,0.05365126676602072,0.0014675878
Slow Service & Staff Negligence,2026-04-27,17,15.833333333333334,0.5459427881935367,False,False,False,0.037518037518037506,8,17,0.5459427881935367,0.07368421052631575,0,-0.037518037518037506,0.0013675492
Slow Service & Staff Negligence,2025-11-24,22,13.0,1.601028150670845,False,True,False,-0.11323529411764688,8,22,1.601028150670845,0.6923076923076923,0,0.11323529411764688,0.0010388268
Parking & Accessibility,2025-08-25,6,6.8,-0.9561828874675147,False,False,False,-0.2232142857142858,5,6,-0.9561828874675147,-0.11764705882352938,0,0.2232142857142858,0.00094701885
Poor Experience & Food Hygiene Complaints,2026-01-05,4,3.3333333333333335,0.44280744277004125,False,False,False,-0.19999999999999996,6,4,0.44280744277004125,0.19999999999999996,0,0.19999999999999996,0.00076209847
Poor Experience & Food Hygiene Complaints,2026-03-30,4,3.3333333333333335,0.4428074427700414,False,False,False,-0.06666666666666665,6,4,0.4428074427700414,0.19999999999999996,0,0.06666666666666665,0.00076209847
Service Quality,2026-03-30,16,16.833333333333332,-0.2516410173661554,False,False,False,-0.016129032258064502,7,16,-0.2516410173661554,-0.04950495049504944,0,0.016129032258064502,0.0005785293
